target,relatedWord,pinyin,meaning,level
了,对了,duì le,"À phải rồi, đúng rồi (dùng để chuyển chủ đề hoặc nhớ ra điều gì đó)",1
了,极了,jí le,cực kỳ,1
了,为了,wèi le,để,2
了,了解,liǎo jiě,hiểu rõ,2
了,算了,suàn le,bỏ qua,2
了,除了,chú le,"ngoài ra, trừ ra",2
了,了不起,liǎo bu qǐ,tuyệt vời,2
了,怎么了,zěn me le,bị làm sao; sao thế,2
了,受不了,shòu bu liǎo,không chịu nổi,4
了,不得了,bù dé liǎo,"cực kỳ, khủng khiếp",5
了,罢了,bà le,chỉ thế thôi,6
了,免不了,miǎn bu liǎo,không tránh khỏi,6
了,大不了,dà bu liǎo,không thành vấn đề,6
了,了却,liǎo què,giải quyết,7
了,了结,liǎo jié,hoàn thành,7
予,给予,jǐ yǔ,đưa ra,6
予,不予,bù yǔ,không cấp,7
予,予以,yǔ yǐ,cho,7
予,授予,shòu yǔ,trao tặng,7
予,赋予,fù yǔ,ban tặng,7
争,争取,zhēng qǔ,phấn đấu,3
争,争论,zhēng lùn,tranh luận; cuộc tranh luận,4
争,战争,zhàn zhēng,chiến tranh,4
争,竞争,jìng zhēng,cạnh tranh,4
争,斗争,dòu zhēng,đấu tranh,5
争,争夺,zhēng duó,tranh giành,6
争,争气,zhēng qì,đấu tranh,6
争,争议,zhēng yì,tranh chấp; tranh luận,6
争,力争,lì zhēng,làm hết sức có thể,6
争,争光,zhēng guāng,giành được vinh dự,7
争,争吵,zhēng chǎo,cãi lộn,7
争,争执,zhēng zhí,tranh cãi,7
争,争斗,zhēng dòu,"Tranh đấu, đấu tranh, tranh giành",7
争,争端,zhēng duān,tranh chấp,7
争,抗争,kàng zhēng,kháng chiến,7
事,故事,gù shi,câu chuyện,1
事,没事,méi shì,"không sao, không có gì",1
事,没事儿,méi shìr,không sao đâu,1
事,事情,shì qing,"việc, sự kiện",2
事,同事,tóng shì,đồng nghiệp,2
事,启事,qǐ shì,thông báo,2
事,坏事,huài shì,ác,2
事,好事,hǎo shì,lòng tốt,2
事,事业,shì yè,sự nghiệp,3
事,事先,shì xiān,trước,3
事,事实,shì shí,sự thật,3
事,事故,shì gù,tai nạn,3
事,从事,cóng shì,tham gia,3
事,本事,běn shì,khả năng,3
事,事实上,shì shí shàng,trên thực tế,3
事务,事务所,shì wù suǒ,văn phòng,7
事实,事实上,shì shí shàng,trên thực tế,3
二,星期二,xīng qī èr,thứ Ba,1
二,二手,èr shǒu,secondhand,4
二,二维码,èr wéi mǎ,mã QR,5
二,二氧化碳,èr yǎng huà tàn,khí cacbonic,6
二,二手车,èr shǒu chē,xe cũ,7
二,一干二净,yī gān èr jìng,sạch bóng không còn gì,7
二,接二连三,jiē'èr lián sān,"liên tục, cái này sau cái kia",7
二,独一无二,dú yī wú èr,độc nhất vô nhị,7
二手,二手车,èr shǒu chē,xe cũ,7
于,终于,zhōng yú,cuối cùng,1
于,于是,yú shì,sau đó,2
于,等于,děng yú,bằng,2
于,关于,guān yú,về,3
于,属于,shǔ yú,thuộc về,3
于,由于,yóu yú,bởi vì,3
于,限于,xiàn yú,bị giới hạn,3
于,位于,wèi yú,nằm ở,4
于,善于,shàn yú,giỏi ở,4
于,在于,zài yú,phụ thuộc vào,4
于,处于,chǔ yú,ở trong,4
于,对于,duì yú,về,4
于,至于,zhì yú,còn về,4
于,用于,yòng yú,được sử dụng để làm gì,5
于,过于,guò yú,quá,5
亏,吃亏,chī kuī,bị thiệt thòi,5
亏,多亏,duō kuī,nhờ vào,5
亏,幸亏,xìng kuī,may mắn thay,5
亏,亏损,kuī sǔn,chịu lỗ,7
亏,亏本,kuī běn,chịu lỗ,7
云,多云,duō yún,nhiều mây,2
云,乌云,wū yún,đám mây đen,6
云,云南,Yún nán,Vân Nam (tỉnh của Trung Quốc),6
云,风云,fēng yún,tình huống không ổn định,7
互,互相,hù xiāng,lẫn nhau,2
互,互补,hù bǔ,bổ sung cho nhau,3
互,相互,xiāng hù,lẫn nhau,3
互,互联网,hù lián wǎng,Internet,3
互,互动,hù dòng,tương tác,6
互,互信,hù xìn,tin tưởng lẫn nhau,7
互,互助,hù zhù,giúp đỡ lẫn nhau,7
互,互访,hù fǎng,trao đổi chuyến thăm,7
五,五十,wǔ shí,năm mươi,1
五,星期五,xīng qī wǔ,thứ Sáu,1
五,五一,wǔ yī,Mùng 1 tháng 5 (Ngày Quốc tế Lao động).,2
五,五光十色,wǔ guāng shí sè,"muôn màu muôn vẻ, sặc sỡ, rực rỡ",3
五,五颜六色,wǔ yán liù sè,đầy màu sắc,4
五,五星级,wǔ xīng jí,năm sao,7
五,三番五次,sān fān wǔ cì,nhiều lần,7
五,五花八门,wǔ huā bā mén,mọi loại,7
亚,亚洲,Yà zhōu,châu Á,2
亚,马来西亚,Mǎ lái xī yà,Malaysia,3
亚,亚军,yà jūn,Á quân,5
亚,东南亚,Dōng nán Yà,Đông Nam Á,5
亚,保加利亚,Bǎo jiā lì yà,Bulgaria,5
亚,不亚于,bù yà yú,không thua kém,7
些,一些,yì xiē,một vài,1
些,哪些,nǎ xiē,Những cái nào?,1
些,有些,yǒu xiē,một số,1
些,这些,zhè xiē,những cái này,1
些,那些,nà xiē,những cái đó,1
亡,死亡,sǐ wáng,chết,5
亡,伤亡,shāng wáng,thương vong,6
亡,灭亡,miè wáng,bị tiêu diệt,6
亡,逃亡,táo wáng,chạy trốn,7
亡,亡羊补牢,wáng yáng bǔ láo,muộn còn hơn không,7
亡,亡命,wáng mìng,"Bỏ mạng, liều mạng; kẻ chạy trốn",8
交,交流,jiāo liú,trao đổi; tương tác,2
交,交给,jiāo gěi,bàn giao,2
交,交通,jiāo tōng,giao thông,2
交,交朋友,jiāo péng yǒu,kết bạn,2
交,公交车,gōng jiāo chē,xe buýt,2
交,交往,jiāo wǎng,giao lưu; hiệp hội,3
交,交易,jiāo yì,"giao dịch, mua bán",3
交,交涉,jiāo shè,đàm phán,3
交,交警,jiāo jǐng,cảnh sát giao thông,3
交,交费,jiāo fèi,nộp phí,3
交,外交,wài jiāo,ngoại giao,3
交,社交,shè jiāo,giao tiếp xã hội,3
交,交响乐,jiāo xiǎng yuè,giao hưởng,3
交,打交道,dǎ jiāo dao,"liên lạc, giao thiệp",3
交,交汇,jiāo huì,"giao nhau, gặp nhau, hợp lưu",4
亦,不亦乐乎,bù yì lè hū,"cực kỳ, vô cùng",7
产,产生,chǎn shēng,sản xuất,2
产,生产,shēng chǎn,sản xuất,3
产,生产力,shēng chǎn lì,"Sức sản xuất, năng suất lao động",3
产,产品,chǎn pǐn,sản phẩm,4
产,破产,pò chǎn,phá sản,4
产,遗产,yí chǎn,di sản,4
产,农产品,nóng chǎn pǐn,sản phẩm nông nghiệp,4
产,财产,cái chǎn,tài sản,5
产,产业,chǎn yè,ngành công nghiệp,6
产,产量,chǎn liàng,"sản lượng, năng suất",6
产,国产,guó chǎn,sản phẩm nội địa,6
产,盛产,shèng chǎn,dồi dào,6
产,矿产,kuàng chǎn,khoáng sản,6
产,资产,zī chǎn,tài sản,6
产,产值,chǎn zhí,giá trị sản xuất,7
产品,农产品,nóng chǎn pǐn,sản phẩm nông nghiệp,4
享,享受,xiǎng shòu,tận hưởng,2
享,分享,fēn xiǎng,chia sẻ,5
享,共享,gòng xiǎng,cùng thưởng thức,6
享,享有,xiǎng yǒu,tận hưởng,7
京,北京,Běi jīng,Bắc Kinh,1
京,京剧,jīng jù,Kinh kịch,2
亭,报亭,bào tíng,quầy báo,7
亮,漂亮,piào liang,đẹp,1
亮,月亮,yuè liàng,mặt trăng,2
亮,透亮,tòu liang,"sáng trong, trong suốt; sáng trưng, trong vắt",3
亮,雪亮,xuě liàng,"Sáng như tuyết, rất sáng, rõ ràng",3
亮,发亮,fā liàng,"sáng bóng, phát sáng",5
亮,明亮,míng liàng,sáng,5
亮,亮丽,liàng lì,sáng và đẹp,7
亮,亮点,liàng diǎn,điểm nhấn,7
亮,亮相,liàng xiàng,biểu diễn lập trường,7
亮,响亮,xiǎng liàng,to và rõ,7
亮,洪亮,hóng liàng,rõ ràng và to,7
亮,光亮,guāng liàng,"Sáng sủa, sáng bóng, ánh sáng",8
亲,亲戚,qīn qi,họ hàng,1
亲,亲密,qīn mì,thân thiết,2
亲,亲热,qīn rè,yêu thương,2
亲,母亲,mǔ qīn,mẹ,2
亲,父亲,fù qīn,cha,2
亲,亲人,qīn rén,thành viên trong gia đình,3
亲,亲切,qīn qiè,thân thiện,3
亲,亲自,qīn zì,đích thân,3
亲,亲近,qīn jìn,gần gũi,3
亲,亲爱,qīn'ài,thân yêu,4
亲,亲属,qīn shǔ,thân thuộc,6
亲,亲眼,qīn yǎn,tận mắt,6
亲,乡亲,xiāng qin,đồng hương,7
亲,亲友,qīn yǒu,thân hữu,7
亲,亲情,qīn qíng,tình cảm gia đình,7
人,别人,bié rén,người khác,1
人,女人,nǚ rén,phụ nữ,1
人,客人,kè rén,khách hàng,1
人,家人,jiā rén,thành viên gia đình,1
人,工人,gōng rén,công nhân,1
人,男人,nán rén,đàn ông,1
人,病人,bìng rén,bệnh nhân,1
人,老人,lǎo rén,người già,1
人,中国人,zhōng guó rén,người Trung Quốc,1
人,主人,zhǔ rén,chủ nhân,2
人,人们,rén men,"Mọi người, người ta",2
人,人口,rén kǒu,dân số,2
人,人家,rén jiā,người ta,2
人,人数,rén shù,số lượng người,2
人,人生,rén shēng,cuộc sống,2
人家,老人家,lǎo ren jia,người già,7
人工,人工智能,rén gōng zhì néng,trí tuệ nhân tạo,7
人情,风土人情,fēng tǔ rén qíng,điều kiện và phong tục địa phương,6
人民,人民币,rén mín bì,nhân dân tệ,3
人类,人类学,rén lèi xué,Nhân chủng học,3
什,什么,shén me,gì?,1
什,为什么,wèi shén me,tại sao,1
什,干什么,gàn shén me,làm gì?,1
什,没什么,méi shén me,không có gì,1
什,什么样,shén me yàng,loại gì?,2
什,什么的,shén me de,"vân vân, các thứ, v.v.",6
什么,为什么,wèi shén me,tại sao,1
什么,干什么,gàn shén me,làm gì?,1
什么,没什么,méi shén me,không có gì,1
什么,什么样,shén me yàng,loại gì?,2
什么,什么的,shén me de,"vân vân, các thứ, v.v.",6
仁,仁慈,rén cí,nhân từ,6
仁,当仁不让,dāng rén bù ràng,"Xông xáo gánh vác, không nhường ai (khi làm việc tốt, việc nghĩa)",7
仁,见仁见智,jiàn rén jiàn zhì,mỗi người một ý,7
仁,仁厚,rén hòu,"nhân hậu, nhân từ, khoan dung",8
仅,不仅,bù jǐn,không chỉ,3
仅,仅仅,jǐn jǐn,chỉ,3
仅,不仅仅,bù jǐn jǐn,không chỉ,6
仅,仅次于,jǐn cì yú,chỉ đứng sau,7
仅仅,不仅仅,bù jǐn jǐn,không chỉ,6
仆,公仆,gōng pú,người phục vụ công cộng,7
仇,复仇,fù chóu,"Báo thù, trả thù",6
仇,报仇,bào chóu,báo thù,6
仇,仇人,chóu rén,kẻ thù,7
仇,仇恨,chóu hèn,căm thù,7
今,今天,jīn tiān,hôm nay,1
今,今年,jīn nián,năm nay,1
今,今后,jīn hòu,từ nay,2
今,至今,zhì jīn,cho đến nay,3
今,如今,rú jīn,ngày nay,4
今,迄今为止,qì jīn wéi zhǐ,từ thời gian này đến thời gian khác,6
今,当今,dāng jīn,ngày nay,7
今,迄今,qì jīn,cho đến nay,7
今,从今以后,cóng jīn yǐ hòu,từ nay trở đi,7
今,古今中外,gǔ jīn zhōng wài,mọi lúc và mọi nơi; từ xưa đến nay,7
介,介绍,jiè shào,giới thiệu,1
介,中介,zhōng jiè,đại lý,2
介,媒介,méi jiè,"môi giới, trung gian, phương tiện",6
介,简介,jiǎn jiè,giới thiệu,6
介,介于,jiè yú,nằm giữa; can thiệp,7
介,介意,jiè yì,để ý,7
仍,仍然,réng rán,vẫn,2
仍,仍旧,réng jiù,vẫn,6
从,从前,cóng qián,ngày xưa,2
从,从小,cóng xiǎo,từ nhỏ,2
从,从来,cóng lái,luôn luôn,2
从,从事,cóng shì,tham gia,3
从,自从,zì cóng,từ,3
从,从此,cóng cǐ,từ đó,4
从,无从,wú cóng,không có cách nào,4
从,从而,cóng'ér,do đó,5
从,从不,cóng bù,không bao giờ,6
从,从没,cóng méi,chưa bao giờ,6
从,服从,fú cóng,tuân thủ,6
从,从业,cóng yè,hành nghề,7
从,从头,cóng tóu,từ đầu,7
从,从容,cóng róng,không vội vàng,7
从,从未,cóng wèi,chưa bao giờ,7
从容,从容不迫,cóng róng bù pò,bình tĩnh và không nao núng,7
从来,从来不,cóng lái bù,không bao giờ,7
仑,拿破仑,Ná pò lún,Napoléon (Bonaparte),7
仓,仓库,cāng kù,kho,6
仔,仔细,zǐ xì,cẩn thận,2
仔,牛仔裤,niú zǎi kù,quần jean,2
他,他们,tā men,họ,1
他,其他,qí tā,khác,2
他,他人,tā rén,người khác,7
他,吉他,jí tā,đàn guitar,7
仗,打仗,dǎzhàng,đánh nhau,6
付,支付,zhī fù,trả tiền,3
付,付出,fù chū,"trả, chi tiêu",4
付,付款,fù kuǎn,thanh toán,4
付,应付,yìng fù,ứng phó,5
付,对付,duì fu,"Đối phó, đối phó với",6
付,交付,jiāo fù,bàn giao,7
付,付费,fù fèi,trả phí,7
付,托付,tuō fù,giao phó,7
仙,水仙,shuǐ xiān,hoa thủy tiên,4
仙,仙女,xiān nǚ,"tiên nữ, nữ thần",7
仙,仙鹤,xiān hè,sếu đầu đỏ,7
仙,神仙,shén xiān,thần tiên,7
代,古代,gǔ dài,cổ đại,1
代,现代,xiàn dài,hiện đại,1
代,代表,dài biǎo,đại biểu,3
代,年代,nián dài,thời kỳ,3
代,时代,shí dài,thời đại,3
代,代表团,dài biǎo tuán,phái đoàn,3
代,新陈代谢,xīn chén dài xiè,trao đổi chất,3
代,代替,dài tì,thay thế,4
代,替代,tì dài,thay thế,4
代,代言,dài yán,"đại diện phát ngôn, làm người đại diện (quảng cáo)",5
代,近代,jìn dài,thời hiện đại,5
代,一代,yī dài,kỷ nguyên,6
代,世代,shì dài,nhiều thế hệ,6
代,交代,jiāo dài,giải thích,6
代,代价,dài jià,chi phí,6
代理,代理人,dài lǐ rén,người đại diện,7
代表,代表团,dài biǎo tuán,phái đoàn,3
代言,代言人,dài yán rén,người phát ngôn,7
令,命令,mìng lìng,"ra lệnh; mệnh lệnh, lệnh",5
令,夏令营,xià lìng yíng,trại hè,5
令,司令,sī lìng,sĩ quan chỉ huy,6
令,指令,zhǐ lìng,ra lệnh,6
令,下令,xià lìng,ra lệnh,7
令,口令,kǒu lìng,mệnh lệnh,7
令,巧言令色,qiǎo yán lìng sè,"Lời lẽ khéo léo, vẻ mặt lấy lòng (thường mang ý tiêu cực, chỉ người giả dối, nịnh bợ)",8
以,以后,yǐ hòu,sau này,1
以,可以,kě yǐ,có thể,1
以,所以,suǒ yǐ,vì vậy,1
以,还可以,hái kě yǐ,"tạm được, cũng được, vẫn được",1
以,以上,yǐ shàng,chỉ định trên,2
以,以下,yǐ xià,dưới đây,2
以,以为,yǐ wéi,nghĩ rằng,2
以,以前,yǐ qián,trước đây,2
以,以外,yǐ wài,bên ngoài,2
以,以来,yǐ lái,từ khi,3
以,难以,nán yǐ,khó,3
以,以内,yǐ nèi,trong vòng,4
以,以及,yǐ jí,cũng như,4
以,加以,jiā yǐ,xử lý,5
以,以便,yǐ biàn,để,6
以为,不以为然,bù yǐ wéi rán,không chấp nhận là đúng,7
以为,自以为是,zì yǐ wéi shì,tự cho mình là đúng,7
以后,从今以后,cóng jīn yǐ hòu,từ nay trở đi,7
以来,长期以来,cháng qī yǐ lái,từ lâu,7
以至,以至于,yǐ zhì yú,đến mức mà,7
仪,礼仪,lǐ yí,nghi lễ,3
仪,仪器,yí qì,dụng cụ,4
仪,仪式,yí shì,"nghi lễ, lễ nghi",6
仪,仪表,yí biǎo,ngoại hình,7
们,他们,tā men,họ,1
们,你们,nǐ men,các bạn,1
们,咱们,zán men,chúng ta,1
们,她们,tā men,họ (nữ),1
们,它们,tā men,chúng,1
们,我们,wǒ men,chúng tôi,1
们,人们,rén men,"Mọi người, người ta",2
仰,信仰,xìn yǎng,tín ngưỡng,6
仰,久仰,jiǔ yǎng,hân hạnh được gặp bạn,7
仰,瞻仰,zhān yǎng,chiêm ngưỡng,7
仰,前仰后合,qián yǎng hòu hé,cười lăn cười bò,7
仲,仲裁,zhòng cái,trọng tài,7
件,条件,tiáo jiàn,điều kiện,2
件,文件,wén jiàn,tài liệu,3
件,证件,zhèng jiàn,giấy tờ tùy thân; thẻ,3
件,邮件,yóu jiàn,"thư tín, email",3
件,电子邮件,diàn zǐ yóu jiàn,email,3
件,物件,wù jiàn,Đồ vật; vật phẩm,4
件,插件,chā jiàn,"plugin, tiện ích bổ sung",5
件,硬件,yìng jiàn,phần cứng,5
件,软件,ruǎn jiàn,phần mềm,5
件,附件,fù jiàn,tệp đính kèm,5
件,零件,líng jiàn,"bộ phận, chi tiết",5
件,事件,shì jiàn,sự kiện,6
件,案件,àn jiàn,vụ án,6
件,稿件,gǎo jiàn,bản thảo,6
件,信件,xìn jiàn,"thư, thư từ",7
价,价钱,jià qian,giá,2
价,价值,jià zhí,giá trị,3
价,价格,jià gé,giá,3
价,票价,piào jià,giá vé,3
价,评价,píng jià,đánh giá,3
价,价值观,jià zhí guān,giá trị,3
价,特价,tè jià,giá đặc biệt; giá hời,4
价,降价,jiàng jià,giảm giá,4
价,高价,gāo jià,giá cao,4
价,砍价,kǎn jià,"mặc cả, trả giá",5
价,讨价还价,tǎo jià huán jià,mặc cả,5
价,代价,dài jià,chi phí,6
价,定价,dìng jià,giá cố định,6
价,房价,fáng jià,giá nhà,6
价,物美价廉,wù měi jià lián,chất lượng tốt và giá cả hợp lý,6
价值,价值观,jià zhí guān,giá trị,3
任,任何,rèn hé,bất kỳ,2
任,班主任,bān zhǔ rèn,giáo viên chủ nhiệm,2
任,主任,zhǔ rèn,trưởng ban,3
任,任务,rèn wu,nhiệm vụ,3
任,信任,xìn rèn,tin tưởng,3
任,责任,zé rèn,"trách nhiệm, nghĩa vụ",3
任,担任,dān rèn,đảm nhiệm,4
任,任命,rèn mìng,bổ nhiệm,5
任,上任,shàng rèn,nhậm chức,6
任,任性,rèn xìng,bướng bỉnh,6
任,任意,rèn yì,tùy ý,6
任,任期,rèn qī,nhiệm kỳ,7
任,任职,rèn zhí,giữ chức vụ,7
任,兼任,jiān rèn,kiêm nhiệm,7
任,出任,chū rèn,nhậm chức,7
份,月份,yuè fèn,tháng trong lịch,2
份,身份证,shēn fèn zhèng,chứng minh thư,3
份,身份,shēn fèn,"vai trò, tình trạng, nhân dạng",4
份,备份,bèi fèn,sao lưu,6
份,股份,gǔ fèn,cổ phần,6
份,份额,fèn'é,phần,7
仿,仿佛,fǎng fú,dường như,3
仿,仿古,fǎng gǔ,"Mô phỏng đồ cổ, phỏng cổ",4
仿,模仿,mó fǎng,bắt chước,5
仿,仿制,fǎng zhì,làm giả,7
仿,效仿,xiào fǎng,noi gương,7
仿,相仿,xiāng fǎng,"Tương tự, giống nhau, xấp xỉ, gần bằng",8
企,企业,qǐ yè,doanh nghiệp,4
企,企图,qǐ tú,cố gắng,6
企,外企,wài qǐ,công ty có vốn nước ngoài,7
伊,伊斯兰,Yī sī lán,Hồi giáo,3
伊,伊斯兰教,yī sī lán jiào,Hồi giáo,7
伊斯兰,伊斯兰教,yī sī lán jiào,Hồi giáo,7
伍,队伍,duì wu,hàng ngũ,6
伏,埋伏,mái fú,phục kích,6
伏,起伏,qǐ fú,lên xuống,6
伏,此起彼伏,cǐ qǐ bǐ fú,nổi lên từng cái một,7
伐,步伐,bù fá,bước chân,6
伐,砍伐,kǎn fá,"Chặt phá, đốn",6
休,休息,xiū xi,nghỉ ngơi,1
休,休假,xiū jià,nghỉ phép,2
休,退休,tuì xiū,nghỉ hưu,2
休,休闲,xiū xián,giải trí,3
休,休克,xiū kè,sốc,7
休,休养,xiū yǎng,hồi phục,7
休,休想,xiū xiǎng,đừng tưởng,7
休,休眠,xiū mián,ngủ đông,7
休,罢休,bà xiū,dừng lại,7
休,退休金,tuì xiū jīn,tiền hưu trí,7
众,听众,tīng zhòng,khán giả,3
众,观众,guān zhòng,khán giả,3
众,众所周知,zhòng suǒ zhōu zhī,mọi người đều biết,3
众,大众,Dà zhòng,phổ biến,4
众,众多,zhòng duō,nhiều,5
众,公众,gōng zhòng,công chúng,6
众,群众,qún zhòng,quần chúng,6
众,众人,zhòng rén,mọi người,7
众,出众,chū zhòng,nổi bật,7
众,当众,dāng zhòng,trước mặt mọi người,7
众,民众,mín zhòng,người dân,7
众,与众不同,yǔ zhòng bù tóng,khác biệt,7
众,众志成城,zhòng zhì chéng chéng,đoàn kết là thành trì không thể phá vỡ,7
优,优势,yōu shì,"vị trí ưu thế, sự vượt trội",3
优,优点,yōu diǎn,ưu điểm,3
优,优美,yōu měi,duyên dáng,3
优,优质,yōu zhì,chất lượng cao,3
优,优秀,yōu xiù,xuất sắc,4
优,优良,yōu liáng,"tốt, đẹp",4
优,优惠,yōu huì,ưu đãi,5
优,优先,yōu xiān,ưu tiên,6
优,优异,yōu yì,xuất sắc,6
优,优越,yōuyuè,ưu việt,6
优,优胜劣汰,yōu shēng liè tài,sự sống sót của kẻ mạnh nhất,6
优,优化,yōu huà,tối ưu hóa,7
优,优雅,yōu yǎ,duyên dáng,7
伙,家伙,jiā huo,gia súc,3
伙,伙伴,huǒ bàn,"đối tác, bạn đồng hành",4
伙,小伙子,xiǎo huǒ zi,chàng trai trẻ,4
伙,大伙儿,dà huǒr,mọi người,5
