char,tier,pinyin,hanViet,meaningVi,radicalStatus,radical,radicalName,resolutionType,relatedCount,sentenceCount,hsk,source
乓,C,pāng,,(từ tượng thanh) băng,not-resolved,,,not-resolved,4,4,4,chars/4E53.json
乔,A,Qiáo,,họ [Qiao2],resolved,大,Bộ Đại,record-radical,7,6,7,chars/4E54.json
乕,C,hǔ,,biến thể cổ của 虎[hu3],not-resolved,,,not-resolved,0,0,7,chars/4E55.json
乖,C,guāi,Quai,ngoan,not-resolved,,,not-resolved,6,10,5,chars/4E56.json
乗,C,chéng,,biến thể tiếng Nhật của 乘[cheng2],not-resolved,,,not-resolved,0,0,7,chars/4E57.json
乘,A,chéng,Thặng,đi,resolved,人,Bộ Nhân,record-radical,8,10,6,chars/4E58.json
乙,A,yǐ,Ất,hai,resolved,乙,Bộ Ất,self-radical,6,5,5,chars/4E59.json
乚,C,yà,,thành phần trong chữ Hán; biến thể cổ của 毫[hao2],not-resolved,,,not-resolved,0,0,7,chars/4E5A.json
乛,C,zhé,,biến thể của 乙[zhe2],not-resolved,,,not-resolved,0,0,7,chars/4E5B.json
乜,C,miē,,họ [Nie4],not-resolved,,,not-resolved,1,0,7,chars/4E5C.json
九,C,jiǔ,Cửu,chín,not-resolved,,,not-resolved,6,8,1,chars/4E5D.json
乞,C,qǐ,Khất,ăn xin,not-resolved,,,not-resolved,7,6,6,chars/4E5E.json
也,C,yě,Dã,cũng,not-resolved,,,not-resolved,6,10,2,chars/4E5F.json
习,A,Xí,Tập,họ [Xi2],resolved,羽,Bộ Vũ,record-radical,11,10,1,chars/4E60.json
乡,A,xiāng,,nông thôn; quê hương,resolved,卩,Bộ Tiết,record-radical,10,10,5,chars/4E61.json
乢,C,gài,,biến thể cổ của 蓋|盖[gai4]; biến thể cổ của 丐[gai4],not-resolved,,,not-resolved,0,0,7,chars/4E62.json
乣,C,jiǔ,,biến thể cổ của 糺[jiu3],not-resolved,,,not-resolved,0,0,7,chars/4E63.json
乤,C,xx,,"chữ đầu tiên trong địa danh 乤浦 ""Halpho"" (quốc tự Hàn Quốc)",not-resolved,,,not-resolved,0,0,7,chars/4E64.json
乥,C,xx,,"một trong những chữ được dùng trong ""kwukyel"" (phát âm ""hol""), một hệ thống chữ viết cổ của Hàn Quốc",not-resolved,,,not-resolved,0,0,7,chars/4E65.json
书,A,shū,Thư,sách,resolved,聿,Bộ Duật,record-radical,20,10,1,chars/4E66.json
乧,C,xx,,"chữ Hán cổ của Hàn Quốc phát âm là dul, gồm bộ âm 斗 du và 乙 ul",not-resolved,,,not-resolved,0,0,7,chars/4E67.json
乨,C,shǐ,,biến thể cổ của 始[shi3],not-resolved,,,not-resolved,0,0,7,chars/4E68.json
乩,C,jī,,bói,not-resolved,,,not-resolved,1,0,7,chars/4E69.json
乪,C,nāng,,chỗ uốn của sông (Quảng Đông),not-resolved,,,not-resolved,0,0,7,chars/4E6A.json
乫,C,xx,,"phiên âm ""gal"" dùng trong địa danh (chữ Hán Hàn Quốc)",not-resolved,,,not-resolved,0,0,7,chars/4E6B.json
乭,C,shí,,"đá; phiên âm ""dol"" dùng trong tên (chữ Hán Hàn Quốc)",not-resolved,,,not-resolved,0,0,7,chars/4E6D.json
买,A,mǎi,Mãi,mua,resolved,网,Bộ Võng,record-radical,6,10,1,chars/4E70.json
乱,A,luàn,Loạn,bừa bãi,resolved,舌,Bộ Thiệt,record-radical,15,10,4,chars/4E71.json
乳,C,rǔ,Vú,vú; sữa,not-resolved,,,not-resolved,9,5,6,chars/4E73.json
乴,C,xué,,nắm bắt,not-resolved,,,not-resolved,0,0,7,chars/4E74.json
乵,C,yǎn,,biến thể cổ của 進|进[jin4],not-resolved,,,not-resolved,0,0,7,chars/4E75.json
乶,B,Fǔ,,"(phiên âm ""pol"", dùng trong địa danh Hàn Quốc)",resolved,乙,Bộ Ất,record-radical,0,0,7,chars/4E76.json
乷,C,xx,,"phiên âm ""sal"" (gugja Hàn Quốc)",not-resolved,,,not-resolved,0,0,7,chars/4E77.json
乸,C,nǎ,,hậu tố chỉ giống cái (Quảng Đông); hậu tố chỉ giống nữ,not-resolved,,,not-resolved,0,0,7,chars/4E78.json
乺,C,xx,,"phiên âm ""sol"" dùng trong địa danh (chữ Hàn Quốc)",not-resolved,,,not-resolved,0,0,7,chars/4E7A.json
乼,C,xx,,dây thừng (chữ Hàn Quốc),not-resolved,,,not-resolved,0,0,7,chars/4E7C.json
乾,C,qián,Kiền,biến thể cũ của 乾[qian2],not-resolved,,,not-resolved,6,1,7,chars/4E7E.json
乿,C,luàn,,biến thể cổ của 亂|乱[luan4],not-resolved,,,not-resolved,0,0,7,chars/4E7F.json
亀,C,guī,,biến thể cũ của 龜|龟[gui1],not-resolved,,,not-resolved,0,0,7,chars/4E80.json
亃,C,lín,,"con vật huyền thoại, được cho là có thân màu vàng và đuôi trắng",not-resolved,,,not-resolved,0,0,7,chars/4E83.json
亄,C,yì,,tham lam; keo kiệt,not-resolved,,,not-resolved,0,0,7,chars/4E84.json
亅,B,shù,,Tức là cái nét xổ có móc,resolved,亅,Bộ Quyết,self-radical,0,0,7,chars/4E85.json
了,C,le,Liễu,"trợ từ ""le""",not-resolved,,,not-resolved,20,10,1,chars/4E86.json
亇,C,gè,,biến thể của 個|个[ge4],not-resolved,,,not-resolved,0,0,7,chars/4E87.json
予,C,yǔ,Nhừ,"cho, ban cho, cấp cho",not-resolved,,,not-resolved,6,10,6,chars/4E88.json
争,A,zhēng,Tranh,tranh đấu,resolved,又,Bộ Hựu,record-radical,19,10,4,chars/4E89.json
亊,C,shì,,biến thể của 事[shi4],not-resolved,,,not-resolved,0,0,7,chars/4E8A.json
事,C,shì,Sự,việc,not-resolved,,,not-resolved,20,10,2,chars/4E8B.json
二,A,èr,Nhì,hai,resolved,二,Bộ Nhị,self-radical,14,10,1,chars/4E8C.json
亍,C,chù,Sục,bước chân phải (dùng trong 彳亍[chi4 chu4]),not-resolved,,,not-resolved,0,0,7,chars/4E8D.json
于,C,yú,Vu,ở,not-resolved,,,not-resolved,20,10,3,chars/4E8E.json
亏,C,kuī,Khuya,lỗ (tiền); bị thiếu hụt; bị thiếu,not-resolved,,,not-resolved,6,10,5,chars/4E8F.json
亐,C,yú,,biến thể cổ của 于[Yu2],not-resolved,,,not-resolved,0,0,7,chars/4E90.json
云,C,yún,Vân,mây,not-resolved,,,not-resolved,6,10,4,chars/4E91.json
互,C,hù,Hỗ,lẫn nhau,not-resolved,,,not-resolved,8,10,4,chars/4E92.json
亓,C,Qí,,họ [Qi2],not-resolved,,,not-resolved,0,0,7,chars/4E93.json
五,C,wǔ,Ngũ,năm,not-resolved,,,not-resolved,12,10,1,chars/4E94.json
井,C,jǐng,Tỉnh,cái giếng,not-resolved,,,not-resolved,6,1,6,chars/4E95.json
亖,C,sì,,biến thể cũ của 四[si4],not-resolved,,,not-resolved,0,0,7,chars/4E96.json
亘,C,gèn,Cẳng,kéo dài suốt qua; chạy xuyên suốt,not-resolved,,,not-resolved,4,0,7,chars/4E98.json
亚,C,Yà,,châu Á; người châu Á,not-resolved,,,not-resolved,10,10,4,chars/4E9A.json
些,C,xiē,Ta,một vài,not-resolved,,,not-resolved,6,10,1,chars/4E9B.json
亜,C,yà,,biến thể Nhật Bản của 亞|亚,not-resolved,,,not-resolved,0,0,7,chars/4E9C.json
亝,C,qí,,biến thể cũ của 齊|齐[qi2],not-resolved,,,not-resolved,0,0,7,chars/4E9D.json
亟,B,jí,Cấc,khẩn cấp,resolved,口,Bộ Khẩu,record-radical,2,0,7,chars/4E9F.json
亠,B,tóu,,Không có ý nghĩa riêng,resolved,亠,Bộ Đầu,self-radical,0,0,7,chars/4EA0.json
亡,C,wáng,Vong,chết; mất,not-resolved,,,not-resolved,8,10,6,chars/4EA1.json
亢,C,Kàng,Cang,"họ [Kang4]; Khang, một trong 28 chòm sao",not-resolved,,,not-resolved,6,0,7,chars/4EA2.json
交,C,jiāo,Giao,giao,not-resolved,,,not-resolved,20,10,4,chars/4EA4.json
亥,C,hài,Hợi,"địa chi thứ 12: 9-11 giờ tối, tháng 10 âm lịch (7 tháng Mười Một-6 tháng Mười Hai), năm Hợi; phương vị la bàn cổ Trung Quốc: 330°",not-resolved,,,not-resolved,6,0,7,chars/4EA5.json
亦,A,yì,,cũng,resolved,大,Bộ Đại,record-radical,6,3,6,chars/4EA6.json
产,A,chǎn,,sản xuất,resolved,生,Bộ Sinh,record-radical,20,10,5,chars/4EA7.json
亨,C,hēng,Hanh,thịnh vượng; henry (đơn vị cảm kháng),not-resolved,,,not-resolved,6,0,7,chars/4EA8.json
亩,B,mǔ,,mẫu (đơn vị diện tích = 1/15 ha),resolved,田,Bộ Điền,record-radical,4,0,7,chars/4EA9.json
亪,C,xx,,"một trong những chữ được dùng trong kwukyel (phát âm ""ye""), một hệ thống chữ viết cổ của Hàn Quốc",not-resolved,,,not-resolved,0,0,7,chars/4EAA.json
享,C,xiǎng,Hưởng,tận hưởng,not-resolved,,,not-resolved,6,10,5,chars/4EAB.json
京,C,Jīng,Kinh,họ [Jing1]; dân tộc Jing,not-resolved,,,not-resolved,7,10,1,chars/4EAC.json
亭,C,tíng,Đình,đình; quầy,not-resolved,,,not-resolved,7,3,6,chars/4EAD.json
亮,A,liàng,,sáng; phát sáng,resolved,人,Bộ Nhân,record-radical,14,10,5,chars/4EAE.json
亲,A,qīn,Thân,liên quan đến huyết thống,resolved,辛,Bộ Tân,record-radical,20,10,4,chars/4EB2.json
亳,C,Bó,,tên của quận ở An Huy; thủ đô của nhà Ân,not-resolved,,,not-resolved,2,0,7,chars/4EB3.json
亵,C,xiè,,tục tĩu; thiếu tôn trọng,not-resolved,,,not-resolved,4,0,7,chars/4EB5.json
亶,C,Dǎn,,họ [Dan3],not-resolved,,,not-resolved,0,0,7,chars/4EB6.json
亸,C,duǒ,,rủ xuống,not-resolved,,,not-resolved,0,0,7,chars/4EB8.json
亹,C,mén,,đèo núi; hẻm núi (cổ),not-resolved,,,not-resolved,0,0,7,chars/4EB9.json
人,A,rén,Nhân,người,resolved,人,Bộ Nhân,self-radical,20,10,1,chars/4EBA.json
亻,B,rén,,"Người, hành vi, quan hệ.",resolved,人,Bộ Nhân,radical-variant,0,0,7,chars/4EBB.json
亼,C,jí,,biến thể của 集[ji2],not-resolved,,,not-resolved,0,0,7,chars/4EBC.json
亽,C,jí,,biến thể thời cổ của 亼[ji2],not-resolved,,,not-resolved,0,0,7,chars/4EBD.json
亿,A,yì,Ức,một trăm triệu,resolved,人,Bộ Nhân,record-radical,5,8,5,chars/4EBF.json
什,A,shén,Thập,gì,resolved,人,Bộ Nhân,record-radical,7,10,1,chars/4EC0.json
仁,C,rén,Nhân,"nhân (lòng nhân ái, lòng thương người)",not-resolved,,,not-resolved,9,10,6,chars/4EC1.json
仂,B,lè,,dư ra; một phần mười,resolved,力,Bộ Lực,record-radical,0,0,7,chars/4EC2.json
仃,B,dīng,Đừng,một mình,resolved,人,Bộ Nhân,record-radical,3,0,7,chars/4EC3.json
仄,C,zè,Trắc,nghiêng; hẹp,not-resolved,,,not-resolved,2,0,7,chars/4EC4.json
仅,A,jǐn,,chỉ,resolved,人,Bộ Nhân,record-radical,7,10,4,chars/4EC5.json
仆,A,pū,Bọc,ngã sấp; ngã nhào,resolved,人,Bộ Nhân,record-radical,6,3,7,chars/4EC6.json
仇,A,chóu,Cừu,kẻ thù,resolved,人,Bộ Nhân,record-radical,6,10,6,chars/4EC7.json
仈,C,Bā,,họ [Ba1],not-resolved,,,not-resolved,0,0,7,chars/4EC8.json
仉,C,Zhǎng,Kẻ,họ [Zhang3],not-resolved,,,not-resolved,0,0,7,chars/4EC9.json
今,C,jīn,Kim,bây giờ; thời gian hiện tại,not-resolved,,,not-resolved,12,10,1,chars/4ECA.json
介,A,jiè,Giới,giới thiệu; nằm giữa,resolved,人,Bộ Nhân,record-radical,8,10,2,chars/4ECB.json
仌,C,bīng,,biến thể cũ của 冰[bing1],not-resolved,,,not-resolved,0,0,7,chars/4ECC.json
仍,C,réng,Nhưng,vẫn,not-resolved,,,not-resolved,3,10,4,chars/4ECD.json
从,C,cóng,Tòng,từ,not-resolved,,,not-resolved,20,10,2,chars/4ECE.json
仏,C,fó,,biến thể tiếng Nhật của 佛,not-resolved,,,not-resolved,0,0,7,chars/4ECF.json
仑,C,lún,Lỏn,sắp xếp,not-resolved,,,not-resolved,6,2,7,chars/4ED1.json
仒,C,xx,,"một trong những chữ được dùng trong kwukyel (phiên âm ""eo"" hoặc ""sya""), một hệ thống chữ viết cổ của Hàn Quốc",not-resolved,,,not-resolved,0,0,7,chars/4ED2.json
仓,C,cāng,,kho; thương khố,not-resolved,,,not-resolved,6,10,6,chars/4ED3.json
仔,A,zǎi,Tử,biến thể của 崽[zai3]; (tiếng địa phương) (hình thức kết hợp) chàng trai,resolved,人,Bộ Nhân,record-radical,6,10,4,chars/4ED4.json
仕,A,shì,Sĩ,làm quan; quan viên,resolved,人,Bộ Nhân,record-radical,4,1,7,chars/4ED5.json
他,A,tā,Tha,anh ấy,resolved,人,Bộ Nhân,record-radical,6,10,1,chars/4ED6.json
仗,A,zhàng,Trượng,"Dựa vào, cậy vào; trận (chiến)",resolved,人,Bộ Nhân,record-radical,6,4,6,chars/4ED7.json
付,A,fù,Phó,trả,resolved,人,Bộ Nhân,record-radical,8,10,4,chars/4ED8.json
仙,A,xiān,Tiên,tiên,resolved,人,Bộ Nhân,record-radical,8,10,6,chars/4ED9.json
仚,C,xiān,,biến thể cũ của 仙[xian1],not-resolved,,,not-resolved,0,0,7,chars/4EDA.json
仞,C,rèn,,(đơn vị đo lường),not-resolved,,,not-resolved,0,0,7,chars/4EDE.json
仟,B,qiān,,nghìn (chữ số tránh gian lận của ngân hàng),resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4EDF.json
仡,C,Gē,,"dùng trong 仡佬族[Ge1 lao3 zu2], dân tộc Gelao hoặc Klau ở Quý Châu; phát âm ở Đài Loan: [qi4]",not-resolved,,,not-resolved,3,0,7,chars/4EE1.json
代,A,dài,Đại,thay mặt,resolved,人,Bộ Nhân,record-radical,20,10,5,chars/4EE3.json
令,A,lìng,Lệnh,mệnh lệnh,resolved,口,Bộ Khẩu,record-radical,9,10,5,chars/4EE4.json
以,C,yǐ,,"vì, cho, bởi",not-resolved,,,not-resolved,20,10,4,chars/4EE5.json
仨,C,sā,,ba (cách nói khẩu ngữ của 三個|三个),not-resolved,,,not-resolved,0,0,7,chars/4EE8.json
仪,C,yí,Nghi,thiết bị; nghi thức,not-resolved,,,not-resolved,6,10,6,chars/4EEA.json
仫,B,mù,,"dùng trong 仫佬族[Mu4 lao3 zu2], dân tộc Mulao của Quảng Tây",resolved,人,Bộ Nhân,record-radical,3,0,7,chars/4EEB.json
们,A,men,Món,một hậu tố chỉ số nhiều,resolved,人,Bộ Nhân,record-radical,7,10,1,chars/4EEC.json
仮,C,jiǎ,,biến thể tiếng Nhật của 假[jia3],not-resolved,,,not-resolved,0,0,7,chars/4EEE.json
仰,C,yǎng,Ngưỡng,ngẩng mặt lên,not-resolved,,,not-resolved,8,10,6,chars/4EF0.json
仲,C,Zhòng,,họ [Zhong4],not-resolved,,,not-resolved,6,6,7,chars/4EF2.json
仳,B,pǐ,,chia lìa,resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4EF3.json
仵,B,Wǔ,,họ [Wu3],resolved,人,Bộ Nhân,record-radical,1,0,7,chars/4EF5.json
件,A,jiàn,Kiện,"cái, chiếc",resolved,人,Bộ Nhân,record-radical,18,10,2,chars/4EF6.json
价,A,jià,Giá,giá trị; giá,resolved,人,Bộ Nhân,record-radical,20,10,4,chars/4EF7.json
任,A,rèn,Nhậm,phục vụ trong một vị trí,resolved,人,Bộ Nhân,record-radical,20,10,4,chars/4EFB.json
份,A,fèn,Phần,phần,resolved,人,Bộ Nhân,record-radical,7,10,4,chars/4EFD.json
仿,A,fǎng,Phảng,bắt chước,resolved,人,Bộ Nhân,record-radical,7,10,5,chars/4EFF.json
伀,C,zhōng,,bồn chồn; kích động,not-resolved,,,not-resolved,0,0,7,chars/4F00.json
企,A,qǐ,Xí,(hình thức ràng buộc) nhón chân và nhìn; mong chờ; trông đợi; viết tắt của 企業|企业[qi3 ye4],resolved,人,Bộ Nhân,record-radical,7,10,5,chars/4F01.json
伄,B,diào,,dùng trong 伄儅[diao4 dang1],resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4F04.json
伇,C,yì,,biến thể cũ của 役[yi4],not-resolved,,,not-resolved,0,0,7,chars/4F07.json
伈,C,xǐn,,lo lắng; sợ hãi,not-resolved,,,not-resolved,0,0,7,chars/4F08.json
伉,B,kàng,,vợ chồng; to cao,resolved,人,Bộ Nhân,record-radical,2,0,7,chars/4F09.json
伊,A,Yī,Y,"họ [Yi1]; viết tắt của 伊拉克[Yi1la1ke4], Iraq",resolved,人,Bộ Nhân,record-radical,7,7,7,chars/4F0A.json
伋,C,jí,,không thực,not-resolved,,,not-resolved,0,0,7,chars/4F0B.json
伍,C,Wǔ,Ngũ,họ [Wu3],not-resolved,,,not-resolved,6,10,6,chars/4F0D.json
伎,C,jì,Kĩ,nghệ thuật; tài năng,not-resolved,,,not-resolved,4,0,7,chars/4F0E.json
伏,C,Fú,Phục,họ [Fu2],not-resolved,,,not-resolved,6,10,6,chars/4F0F.json
伐,C,fá,Phạt,chặt; hạ xuống,not-resolved,,,not-resolved,7,3,6,chars/4F10.json
休,A,Xiū,Hưu,họ [Xiu1],resolved,人,Bộ Nhân,record-radical,11,10,2,chars/4F11.json
伕,C,fū,,biến thể của 夫[fu1],not-resolved,,,not-resolved,0,0,7,chars/4F15.json
众,A,Zhòng,Chúng,"viết tắt của 眾議院|众议院[Zhong4 yi4 yuan4], Hạ nghị viện",resolved,人,Bộ Nhân,record-radical,13,10,4,chars/4F17.json
优,A,yōu,,tuyệt vời,resolved,人,Bộ Nhân,record-radical,13,10,4,chars/4F18.json
伙,A,huǒ,,bạn,resolved,人,Bộ Nhân,record-radical,11,10,4,chars/4F19.json
会,C,huì,Hội,có thể,not-resolved,,,not-resolved,20,10,1,chars/4F1A.json
伛,C,yǔ,,gù lưng,not-resolved,,,not-resolved,0,0,7,chars/4F1B.json
伜,C,cuì,,biến thể của 倅[cui4],not-resolved,,,not-resolved,0,0,7,chars/4F1C.json
伝,C,chuán,,biến thể tiếng Nhật của 傳|传,not-resolved,,,not-resolved,0,0,7,chars/4F1D.json
伞,C,sǎn,Tàn,cái ô,not-resolved,,,not-resolved,6,10,3,chars/4F1E.json
伟,A,wěi,Vĩ,to; lớn,resolved,人,Bộ Nhân,record-radical,6,10,5,chars/4F1F.json
传,A,chuán,Truyền,truyền,resolved,人,Bộ Nhân,record-radical,20,10,4,chars/4F20.json
伢,B,yá,,(phương ngữ) trẻ con,resolved,人,Bộ Nhân,record-radical,2,0,7,chars/4F22.json
伣,C,qiàn,,(cổ) như; là,not-resolved,,,not-resolved,0,0,7,chars/4F23.json
伤,A,shāng,Thương,vết thương,resolved,人,Bộ Nhân,record-radical,15,10,4,chars/4F24.json
伥,B,chāng,Trành,"(hình thức kết hợp) quỷ của người bị hổ ăn thịt, giúp hổ ăn thịt người khác",resolved,人,Bộ Nhân,record-radical,1,0,7,chars/4F25.json
伦,A,lún,Luân,mối quan hệ giữa người với người; trật tự,resolved,人,Bộ Nhân,record-radical,7,5,6,chars/4F26.json
伧,C,cāng,,kẻ hèn; mộc mạc,not-resolved,,,not-resolved,1,0,7,chars/4F27.json
伩,C,xìn,Nho,biến thể của 信[xin4] (ban đầu có nghĩa là một phần của đợt giản thể hóa thứ hai của chữ Hán),not-resolved,,,not-resolved,0,0,7,chars/4F29.json
伪,A,wěi,Nguỵ,giả; giả mạo,resolved,人,Bộ Nhân,record-radical,6,10,6,chars/4F2A.json
伫,C,zhù,,,not-resolved,,,not-resolved,0,0,,chars/4F2B.json
伯,A,bà,Bá,biến thể của 霸[ba4],resolved,人,Bộ Nhân,record-radical,10,10,6,chars/4F2F.json
估,A,gū,,ước lượng,resolved,人,Bộ Nhân,record-radical,6,10,4,chars/4F30.json
伱,C,nǐ,,biến thể cổ của 你[ni3],not-resolved,,,not-resolved,0,0,7,chars/4F31.json
伲,B,nǐ,Ni,biến thể của 你[ni3],resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4F32.json
伴,A,bàn,Bạn,bạn đồng hành; đồng chí; cộng sự; đồng hành,resolved,人,Bộ Nhân,record-radical,11,10,5,chars/4F34.json
伶,B,líng,Rành,(cũ) diễn viên nam; diễn viên nữ; (hình thức không có nghĩa),resolved,人,Bộ Nhân,record-radical,6,0,6,chars/4F36.json
伸,C,shēn,,duỗi ra,not-resolved,,,not-resolved,8,10,5,chars/4F38.json
伹,C,qū,,vụng về và ngốc nghếch; chậm chạp,not-resolved,,,not-resolved,0,0,7,chars/4F39.json
伺,A,cì,,dùng trong 伺候[ci4hou5],resolved,人,Bộ Nhân,record-radical,6,3,6,chars/4F3A.json
伻,C,bēng,,gây ra,not-resolved,,,not-resolved,0,0,7,chars/4F3B.json
似,A,shì,Tự,dùng trong 似的[shi4de5],resolved,人,Bộ Nhân,record-radical,10,10,5,chars/4F3C.json
伽,A,jiā,Già,"truyền thống dùng làm phiên âm cho ""ga""; cũng đọc là [ga1]",resolved,人,Bộ Nhân,record-radical,6,1,7,chars/4F3D.json
伾,C,pī,,nhiều; mạnh mẽ,not-resolved,,,not-resolved,0,0,7,chars/4F3E.json
佃,C,diàn,Điền,nông dân,not-resolved,,,not-resolved,3,0,7,chars/4F43.json
但,A,dàn,,nhưng,resolved,人,Bộ Nhân,record-radical,6,10,2,chars/4F46.json
佉,B,Qū,,họ [Qu1],resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4F49.json
佌,C,cǐ,,nhỏ nhặt; đáng thương,not-resolved,,,not-resolved,0,0,7,chars/4F4C.json
位,A,wèi,Vị,vị (từ để chỉ người kính trọng),resolved,人,Bộ Nhân,record-radical,20,10,3,chars/4F4D.json
低,A,dī,Đây,thấp,resolved,人,Bộ Nhân,record-radical,15,10,4,chars/4F4E.json
住,A,zhù,Trú,"Sống, cư trú",resolved,人,Bộ Nhân,record-radical,15,10,1,chars/4F4F.json
佐,A,zuǒ,Tá,hỗ trợ; trợ lý,resolved,人,Bộ Nhân,record-radical,6,3,7,chars/4F50.json
佑,A,yòu,,(hình thức kết hợp) phù hộ; bảo vệ,resolved,人,Bộ Nhân,record-radical,4,5,7,chars/4F51.json
体,A,tǐ,Thể,cơ thể; hình thức,resolved,人,Bộ Nhân,record-radical,20,10,2,chars/4F53.json
何,A,Hé,,họ [He2],resolved,人,Bộ Nhân,record-radical,12,10,4,chars/4F55.json
佗,C,tuó,,mang trên lưng,not-resolved,,,not-resolved,1,0,7,chars/4F57.json
佘,B,Shé,,họ [She2],resolved,人,Bộ Nhân,record-radical,0,0,7,chars/4F58.json
余,C,yú,Dư,dư thừa,not-resolved,,,not-resolved,7,10,5,chars/4F59.json
佚,C,Yì,Dật,họ [Yi4],not-resolved,,,not-resolved,2,0,7,chars/4F5A.json
佛,A,fó,Phật,Phật,resolved,人,Bộ Nhân,record-radical,7,10,5,chars/4F5B.json
作,A,zuō,Tác,(hình thức kết hợp) công nhân; (hình thức kết hợp) xưởng,resolved,人,Bộ Nhân,record-radical,20,10,1,chars/4F5C.json
佝,C,gōu,,dùng trong 佝僂|佝偻[gou1 lou2],not-resolved,,,not-resolved,2,0,7,chars/4F5D.json
佞,C,nìng,Nịnh,tâng bốc; xu nịnh,not-resolved,,,not-resolved,3,2,7,chars/4F5E.json
佟,B,Tóng,,họ [Tong2],resolved,人,Bộ Nhân,record-radical,1,0,7,chars/4F5F.json
你,A,nǐ,Nể,bạn,resolved,人,Bộ Nhân,record-radical,6,10,1,chars/4F60.json
佡,C,xiān,,"biến thể của 仙, bất tử; nhẹ (như lông)",not-resolved,,,not-resolved,0,0,7,chars/4F61.json
佢,C,qú,,"(Quảng Đông) anh ấy, cô ấy, nó",not-resolved,,,not-resolved,0,0,7,chars/4F62.json
佣,C,yòng,,tiền hoa hồng (cho người môi giới); phí môi giới,not-resolved,,,not-resolved,7,8,6,chars/4F63.json
佤,B,wǎ,,"nhóm dân tộc Wa, Kawa hoặc Va của Myanmar, nam Trung Quốc và Đông Nam Á",resolved,人,Bộ Nhân,record-radical,6,0,7,chars/4F64.json
佥,C,qiān,,tất cả,not-resolved,,,not-resolved,0,0,7,chars/4F65.json
佧,B,kǎ,,tên gọi cổ cho một nhóm dân tộc ở Trung Quốc,resolved,人,Bộ Nhân,record-radical,1,0,7,chars/4F67.json
佩,C,pèi,,"kính trọng; đeo (thắt lưng,...)",not-resolved,,,not-resolved,6,10,5,chars/4F69.json
佪,C,huái,,do dự; di chuyển qua lại,not-resolved,,,not-resolved,0,0,7,chars/4F6A.json
佫,C,Hè,,họ [He4],not-resolved,,,not-resolved,0,0,7,chars/4F6B.json
佬,C,lǎo,,nam; đàn ông (tiếng Quảng Đông),not-resolved,,,not-resolved,6,0,7,chars/4F6C.json
