target,type,pinyin,meaning,levels,libraries,radicalStatus,radical,relatedCount,collocationCount,sentenceCount,grammarCount,componentCount,hasMemory
不愧,multi-character-word,bù kuì,xứng đáng,6,hsk,,,0,0,2,0,2,True
不慎,multi-character-word,bù shèn,không thận trọng,7,new_hsk,,,0,0,2,0,2,True
不懈,multi-character-word,bù xiè,không ngừng nghỉ,7,new_hsk,,,1,3,7,0,2,True
不成,multi-character-word,bu chéng,không thành công,6,new_hsk,,,0,0,1,0,2,True
不敢当,multi-character-word,bù gǎn dāng,Tôi thực sự không xứng đáng!,6,hsk,,,0,0,2,0,3,True
不料,multi-character-word,bù liào,không ngờ,6,"hsk,new_hsk",,,0,0,2,1,2,True
不断,multi-character-word,bù duàn,liên tục,"3,5,6","boya,hsk,new_hsk",,,1,10,10,0,0,True
不时,multi-character-word,bù shí,thỉnh thoảng,6,hsk,,,1,4,8,0,2,True
不易,multi-character-word,bù yì,khó khăn,8,boya,,,0,1,3,0,2,True
不景气,multi-character-word,bù jǐng qì,suy thoái,7,new_hsk,,,0,0,1,0,3,True
不服,multi-character-word,bù fú,không phục tùng,7,new_hsk,,,1,5,10,0,2,True
不服气,multi-character-word,bù fú qì,không phục,7,new_hsk,,,0,3,4,0,3,True
不止,multi-character-word,bù zhǐ,hơn,6,hsk,,,0,1,4,0,2,True
不正之风,multi-character-word,bù zhèng zhī fēng,xu hướng không lành mạnh,7,new_hsk,,,0,4,4,0,4,True
不满,multi-character-word,bù mǎn,bất mãn,"2,6","boya,new_hsk",,,0,1,7,0,2,True
不然,multi-character-word,bù rán,nếu không thì,"4,5,6","boya,hsk,new_hsk",,,1,3,9,2,0,True
不理,multi-character-word,bù lǐ,phớt lờ,7,new_hsk,,,1,7,10,0,2,True
不用,multi-character-word,bù yòng,không cần,"1,3","boya,new_hsk",,,2,7,10,0,2,True
不用说,multi-character-word,bù yòng shuō,khỏi phải nói,7,new_hsk,,,0,4,4,0,3,True
不用谢,multi-character-word,bú yòng xiè,không có gì (đáp lại lời cảm ơn),1,boya,,,0,1,4,0,0,True
不由得,multi-character-word,bù yóu de,không thể không,"3,6,7","boya,hsk,new_hsk",,,0,0,2,1,3,True
不由自主,multi-character-word,bù yóu zì zhǔ,không tự chủ được,7,new_hsk,,,0,3,4,0,4,True
不相上下,multi-character-word,bù xiāng shàng xià,như nhau,"6,7","hsk,new_hsk",,,0,0,2,0,4,True
不知,multi-character-word,bù zhī,không biết,7,new_hsk,,,1,10,10,2,2,True
不知不觉,multi-character-word,bù zhī bù jué,một cách vô thức,7,new_hsk,,,0,3,5,0,4,True
不禁,multi-character-word,bù jīn,không thể kiềm chế,6,new_hsk,,,0,2,8,1,0,True
不算,multi-character-word,bù suàn,không tính,7,new_hsk,,,0,3,7,0,2,True
不管,multi-character-word,bù guǎn,bất kể,"2,4","boya,hsk,new_hsk",,,0,6,10,3,2,True
不约而同,multi-character-word,bù yuē ér tóng,đồng tình mà không cần thảo luận trước,"3,7","boya,new_hsk",,,0,2,4,0,4,True
不经意,multi-character-word,bù jīng yì,vô tình,7,new_hsk,,,0,3,7,0,3,True
不翼而飞,multi-character-word,bù yì ér fēi,mất tích không dấu vết,7,new_hsk,,,0,2,3,0,4,True
不耐烦,multi-character-word,bù nàifán,không kiên nhẫn,5,hsk,,,0,0,5,0,3,True
不耻下问,multi-character-word,bù chǐ xià wèn,không ngại hỏi người dưới,7,new_hsk,,,0,3,4,0,4,True
不肯,multi-character-word,bù kěn,từ chối,7,new_hsk,,,0,2,10,0,2,True
不胜,multi-character-word,bù shèng,"không chịu nổi, không thể chịu đựng được; vô cùng, rất",7,boya,,,0,2,4,0,0,True
不至于,multi-character-word,bù zhì yú,không đến mức,6,new_hsk,,,0,0,0,0,3,True
不良,multi-character-word,bù liáng,xấu,8,boya,,,0,10,10,0,2,True
不行,multi-character-word,bù xíng,không được,"2,5","hsk,new_hsk",,,0,3,3,0,2,True
不要,multi-character-word,bù yào,không,"1,2","boya,new_hsk,yct",,,1,10,10,4,2,True
不要紧,multi-character-word,bù yào jǐn,không sao,"4,5","hsk,new_hsk",,,0,3,4,1,0,True
不见,multi-character-word,bù jiàn,biến mất,"3,6",new_hsk,,,1,6,10,0,2,True
不见得,multi-character-word,bù jiàn de,"không chắc, không nhất thiết","5,7","hsk,new_hsk",,,0,2,4,0,3,True
不解,multi-character-word,bù jiě,thắc mắc,7,new_hsk,,,1,6,8,0,2,True
不言而喻,multi-character-word,bù yán ér yù,"Không nói cũng hiểu, hiển nhiên",6,hsk,,,0,0,0,0,0,True
不论,multi-character-word,bù lùn,không kể,3,new_hsk,,,0,1,3,0,2,True
不起眼,multi-character-word,bù qǐ yǎn,không đáng chú ý,7,new_hsk,,,0,3,3,0,3,True
不足,multi-character-word,bù zú,không đủ,5,hsk,,,2,10,10,0,2,True
不辞而别,multi-character-word,bù cí ér bié,bỏ đi không từ biệt,7,new_hsk,,,0,0,0,0,4,True
不过,multi-character-word,bù guò,nhưng,"1,2,4","boya,hsk,new_hsk",,,0,1,2,3,2,True
不适,multi-character-word,bù shì,không khỏe,7,new_hsk,,,0,3,10,0,2,True
不通,multi-character-word,bù tōng,bị cản trở,6,new_hsk,,,0,2,9,0,2,True
不错,multi-character-word,bù cuò,khá tốt,"1,2","boya,hsk,new_hsk",,,0,2,10,3,2,True
不难,multi-character-word,bù nán,không khó,7,new_hsk,,,0,0,8,1,2,True
不顾,multi-character-word,bù gù,bất chấp,6,hsk,,,0,3,6,0,2,True
与,single-character,yǔ,"và, với","4,6","hsk,new_hsk",not-resolved,,8,10,10,4,1,True
与众不同,multi-character-word,yǔ zhòng bù tóng,khác biệt,7,new_hsk,,,0,0,1,0,4,True
与其,multi-character-word,yǔ qí,thay vì,"5,7","hsk,new_hsk",,,0,2,9,4,2,True
与否,multi-character-word,yǔ fǒu,có hay không,7,new_hsk,,,0,2,3,0,2,True
与日俱增,multi-character-word,yǔ rì jù zēng,tăng theo từng ngày,"3,6,7","boya,hsk,new_hsk",,,0,0,2,0,4,True
与时俱进,multi-character-word,yǔ shí jù jìn,theo kịp thời đại,7,new_hsk,,,0,3,4,0,4,True
与此同时,multi-character-word,yǔ cǐ tóng shí,đồng thời,7,new_hsk,,,0,3,4,0,3,True
丐,single-character,gài,ăn xin; người ăn xin,6,char_dictionary,not-resolved,,1,3,3,0,0,False
丑,single-character,Chǒu,họ [Chou3],5,char_dictionary,not-resolved,,5,10,10,0,0,False
丑恶,multi-character-word,chǒu'è,xấu xí,7,new_hsk,,,0,0,2,0,0,True
丑闻,multi-character-word,chǒu wén,scandal,7,new_hsk,,,0,4,6,0,2,True
丑陋,multi-character-word,chǒu lòu,xấu xí,"5,7","hsk,new_hsk",,,0,2,3,0,2,True
专,single-character,zhuān,"cho một người, dịp, mục đích cụ thể; tập trung vào một việc",4,char_dictionary,not-resolved,,15,10,10,2,0,False
专业,multi-character-word,zhuān yè,chuyên nghiệp; chuyên môn,"1,3,4","boya,hsk,new_hsk",,,0,10,10,1,2,True
专人,multi-character-word,zhuān rén,chuyên gia,7,new_hsk,,,0,4,5,0,2,True
专利,multi-character-word,zhuān lì,bằng sáng chế,"6,8","boya,hsk",,,0,0,3,0,2,True
专制,multi-character-word,zhuān zhì,chuyên chế,7,new_hsk,,,0,2,4,0,2,True
专卖店,multi-character-word,zhuān mài diàn,cửa hàng độc quyền,7,new_hsk,,,0,2,3,0,3,True
专家,multi-character-word,zhuān jiā,chuyên gia,"3,5","boya,hsk,new_hsk",,,0,10,10,0,0,True
专心,multi-character-word,zhuān xīn,chuyên tâm,4,new_hsk,,,0,3,6,0,0,True
专柜,multi-character-word,zhuān guì,quầy chuyên dụng,7,new_hsk,,,0,3,4,0,2,True
专栏,multi-character-word,zhuān lán,chuyên mục,7,new_hsk,,,0,3,3,0,2,True
专注,multi-character-word,zhuān zhù,chuyên tâm,"5,7","hsk,new_hsk",,,0,3,7,1,2,True
专用,multi-character-word,zhuān yòng,chuyên dùng,6,new_hsk,,,0,1,1,0,2,True
专程,multi-character-word,zhuān chéng,cụ thể,"6,7","hsk,new_hsk",,,0,0,3,0,2,True
专职,multi-character-word,zhuān zhí,nhiệm vụ cụ thể,7,new_hsk,,,0,3,3,0,2,True
专著,multi-character-word,zhuān zhù,chuyên khảo,7,new_hsk,,,0,3,4,0,2,True
专辑,multi-character-word,zhuān jí,album,5,new_hsk,,,0,0,5,0,2,True
专长,multi-character-word,zhuān cháng,điểm mạnh,"6,7","hsk,new_hsk",,,0,0,2,0,2,True
专门,multi-character-word,zhuān mén,chuyên môn,"2,3,4,6","boya,hsk,new_hsk",,,0,3,10,0,2,True
专题,multi-character-word,zhuān tí,chủ đề đặc biệt,3,new_hsk,,,0,2,0,0,0,True
且,single-character,qiě,thậm chí,7,new_hsk,not-resolved,,6,5,9,4,1,True
世,single-character,Shì,họ [Shi4],3,char_dictionary,not-resolved,,15,10,10,1,0,False
世人,multi-character-word,shì rén,"Người đời, nhân gian, mọi người trên đời",7,boya,,,0,0,3,0,0,True
世代,multi-character-word,shì dài,nhiều thế hệ,"6,7","hsk,new_hsk",,,0,0,4,0,2,True
世俗,multi-character-word,shì sú,"Thế tục, phàm tục",8,boya,,,0,0,2,0,0,True
世故,multi-character-word,shì gù,khôn ngoan,7,new_hsk,,,0,2,4,0,2,True
世界,multi-character-word,shì jiè,thế giới,"2,3,4","boya,hsk,new_hsk,yct",,,3,10,10,1,2,True
世界杯,multi-character-word,Shì jiè bēi,Cúp thế giới,3,new_hsk,,,0,5,7,0,3,True
世界级,multi-character-word,shì jiè jí,đẳng cấp thế giới,7,new_hsk,,,0,2,3,0,3,True
世纪,multi-character-word,shì jì,thế kỷ,4,hsk,,,0,1,10,0,2,True
世袭,multi-character-word,shì xí,cha truyền con nối,7,new_hsk,,,0,0,0,0,2,True
丘,single-character,Qiū,họ [Qiu1],6,char_dictionary,not-resolved,,1,0,2,0,0,False
丘陵,multi-character-word,qiū líng,đồi,"6,7","hsk,new_hsk",,,0,0,2,0,2,True
丙,single-character,bǐng,thứ ba,"6,7","hsk,new_hsk",not-resolved,,0,2,4,0,1,True
业,single-character,yè,ngành công nghiệp,7,new_hsk,not-resolved,,15,10,10,4,1,True
业余,multi-character-word,yè yú,thời gian rảnh,"4,5","boya,hsk,new_hsk",,,0,2,3,0,0,True
业务,multi-character-word,yè wù,công việc chuyên nghiệp,5,hsk,,,0,5,10,0,2,True
业绩,multi-character-word,yè jì,thành tích,7,new_hsk,,,0,2,7,0,2,True
丛,single-character,cóng,"bụi, cụm",6,hsk,resolved,一,1,2,7,0,1,True
丛林,multi-character-word,cóng lín,rừng rậm,7,new_hsk,,,0,1,3,0,2,True
东,single-character,dōng,đông,"1,3,4","boya,hsk,new_hsk,yct",not-resolved,,14,10,10,4,0,True
东北,multi-character-word,Dōng běi,Đông Bắc,"1,2,5","boya,new_hsk",,,0,1,0,0,2,True
东南,multi-character-word,dōng nán,đông nam,"1,2","boya,new_hsk",,,1,1,2,0,2,True
东南亚,multi-character-word,Dōng nán Yà,Đông Nam Á,5,boya,,,0,0,2,0,0,True
东奔西走,multi-character-word,dōng bēn xī zǒu,chạy từ bên này sang bên kia,7,new_hsk,,,0,3,4,0,4,True
东张西望,multi-character-word,dōng zhāng xī wàng,nhìn xung quanh,"6,7","hsk,new_hsk",,,0,0,2,1,4,True
东方,multi-character-word,dōng fāng,phương đông,"2,3",new_hsk,,,0,1,3,0,2,True
东西,multi-character-word,dōng xi,đồ,"1,3,4","boya,hsk,new_hsk,yct",,,0,8,10,4,0,True
东边,multi-character-word,dōng biān,phía đông,1,"boya,new_hsk",,,0,4,8,0,2,True
东道主,multi-character-word,dōng dào zhǔ,chủ nhà,"6,7","hsk,new_hsk",,,0,0,2,0,3,True
东部,multi-character-word,dōng bù,phần phía đông,3,new_hsk,,,0,2,4,0,2,True
丝,single-character,sī,sợi,"2,5,7","boya,hsk,new_hsk",resolved,糸,6,10,10,0,1,True
丝毫,multi-character-word,sī háo,một chút,"5,7","boya,hsk,new_hsk",,,0,2,4,0,2,True
丝瓜,multi-character-word,sī guā,mướp,6,hsk,,,0,0,0,0,0,True
丝绸,multi-character-word,sī chóu,lụa,"5,7","hsk,new_hsk",,,0,2,7,0,2,True
丢,single-character,diū,"đánh rơi, mất","1,3,4,5","boya,hsk,new_hsk,yct",resolved,一,6,10,10,0,1,True
丢三落四,multi-character-word,diū sān là sì,vô ý,6,hsk,,,0,0,2,0,4,True
丢人,multi-character-word,diū rén,"mất mặt, xấu hổ","6,7","hsk,new_hsk",,,0,2,3,0,2,True
丢失,multi-character-word,diū shī,mất,7,new_hsk,,,0,3,8,0,2,True
丢弃,multi-character-word,diū qì,vứt bỏ,7,new_hsk,,,0,2,3,0,2,True
丢掉,multi-character-word,diū diào,vứt bỏ,7,new_hsk,,,0,4,4,0,2,True
丢脸,multi-character-word,diū liǎn,mất mặt,7,new_hsk,,,0,4,5,0,2,True
两,single-character,liǎng,hai,"1,2,3,4","boya,hsk,new_hsk,yct",not-resolved,,9,10,10,4,0,True
两两相对,multi-character-word,liǎng liǎng xiāng duì,từng cặp đối diện nhau,8,boya,,,0,0,2,0,0,True
两侧,multi-character-word,liǎng cè,hai bên,6,new_hsk,,,0,3,6,0,2,True
两口子,multi-character-word,liǎng kǒu zi,vợ chồng,7,new_hsk,,,0,0,0,0,3,True
两手,multi-character-word,liǎng shǒu,hai tay,6,new_hsk,,,0,0,0,0,2,True
两栖,multi-character-word,liǎng qī,lưỡng cư,7,new_hsk,,,0,3,4,0,2,True
严,single-character,yán,nghiêm khắc,4,new_hsk,not-resolved,,10,10,10,2,1,True
严厉,multi-character-word,yán lì,nghiêm khắc,"4,5","boya,new_hsk",,,0,4,7,0,2,True
严密,multi-character-word,yán mì,bảo mật,7,new_hsk,,,0,0,3,0,0,True
严峻,multi-character-word,yán jùn,nghiêm trọng,"6,7","hsk,new_hsk",,,0,0,2,0,2,True
严格,multi-character-word,yán gé,nghiêm ngặt,4,"hsk,new_hsk",,,0,4,10,1,2,True
严禁,multi-character-word,yán jìn,nghiêm cấm,"6,7","hsk,new_hsk",,,0,5,9,0,2,True
严肃,multi-character-word,yán sù,nghiêm túc,"2,5","boya,hsk,new_hsk",,,0,1,6,1,2,True
严谨,multi-character-word,yán jǐn,nghiêm ngặt,7,"boya,new_hsk",,,0,3,5,0,2,True
严重,multi-character-word,yán zhòng,nghiêm trọng,4,"hsk,new_hsk",,,0,10,10,0,2,True
丧,single-character,sāng,đồ tang; đám tang,6,char_dictionary,not-resolved,,4,7,10,0,0,False
丧失,multi-character-word,sàng shī,mất; sự mất,6,"hsk,new_hsk",,,0,0,2,0,2,True
丧生,multi-character-word,sàng shēng,mất mạng,7,new_hsk,,,0,3,3,0,2,True
丨,single-character,shù,Bộ cổn,99,radicals_214,resolved,丨,0,0,0,0,0,False
个,single-character,gè,"miếng, đơn vị (một từ để đo)","1,2,3,4","boya,hsk,new_hsk,yct",not-resolved,,15,10,10,4,0,True
个人,multi-character-word,gè rén,cá nhân,"3,5","hsk,new_hsk",,,0,10,10,4,0,True
个体,multi-character-word,gè tǐ,cá nhân,"4,6","hsk,new_hsk",,,0,3,9,0,0,True
个别,multi-character-word,gè bié,"rất ít, cá biệt","4,5","hsk,new_hsk",,,0,0,3,0,0,True
个头儿,multi-character-word,gè tóur,chiều cao,7,new_hsk,,,0,0,4,0,3,True
个子,multi-character-word,gè zi,chiều cao,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,0,4,2,2,True
个性,multi-character-word,gè xìng,cá tính,"3,4,6","boya,new_hsk",,,0,2,7,0,0,True
个案,multi-character-word,gè àn,trường hợp riêng,7,new_hsk,,,0,3,10,0,2,True
丫,single-character,yā,nhánh; rẽ,7,char_dictionary,not-resolved,,1,3,5,0,0,False
丫头,multi-character-word,yā tou,cô gái,7,new_hsk,,,0,3,5,0,2,True
中,single-character,zhōng,trong,1,new_hsk,not-resolved,,15,10,10,4,1,True
中东,multi-character-word,Zhōng dōng,Trung Đông,"5,7",boya,,,0,0,4,0,0,True
中介,multi-character-word,zhōng jiè,đại lý,"2,3,4,5","boya,hsk,new_hsk",,,0,1,4,0,2,True
中医,multi-character-word,zhōng yī,y học cổ truyền Trung Quốc,2,new_hsk,,,0,2,6,0,2,True
中午,multi-character-word,zhōng wǔ,buổi trưa,"1,3,4","boya,hsk,new_hsk,yct",,,0,6,6,1,2,True
中华,multi-character-word,Zhōng huá,Trung Quốc,6,new_hsk,,,1,7,10,0,2,True
中华民族,multi-character-word,Zhōng huá mín zú,dân tộc Trung Quốc,3,new_hsk,,,0,2,6,0,4,True
中和,multi-character-word,zhōng hé,trung hòa,3,boya,,,0,0,3,0,0,True
中国,multi-character-word,Zhōng guó,Trung Quốc,"1,3","boya,new_hsk,yct",,,2,10,10,4,0,True
中国人,multi-character-word,zhōng guó rén,người Trung Quốc,"1,2,3,4",yct,,,0,1,10,4,3,True
中国画,multi-character-word,zhōng guó huà,tranh Trung Quốc truyền thống,7,new_hsk,,,0,3,4,1,3,True
中型,multi-character-word,zhōng xíng,cỡ trung bình,7,new_hsk,,,0,1,1,0,2,True
中外,multi-character-word,zhōng wài,Trung Quốc và nước ngoài,6,new_hsk,,,1,6,9,0,2,True
中奖,multi-character-word,zhōng jiǎng,trúng thưởng,4,new_hsk,,,0,0,0,1,2,True
中学,multi-character-word,zhōng xué,trường trung học cơ sở,1,new_hsk,,,2,3,10,0,2,True
中学生,multi-character-word,zhōng xué shēng,học sinh trung học,1,new_hsk,,,0,1,4,0,3,True
中小学,multi-character-word,zhōng xiǎo xué,trường tiểu học và trung học cơ sở,2,new_hsk,,,0,0,0,0,3,True
中年,multi-character-word,zhōng nián,trung niên,2,new_hsk,,,0,0,1,0,2,True
中庸,multi-character-word,zhōng yōng,trung dung,7,new_hsk,,,0,3,4,0,2,True
中心,multi-character-word,zhōng xīn,trung tâm,"1,2,5","boya,hsk,new_hsk",,,1,10,10,0,2,True
中性,multi-character-word,zhōng xìng,trung tính,7,new_hsk,,,0,3,3,0,2,True
中意,multi-character-word,zhòng yì,"vừa ý, hài lòng",6,hsk,,,0,0,0,0,0,True
中指,multi-character-word,zhōng zhǐ,ngón giữa,2,boya,,,0,0,3,0,0,True
中文,multi-character-word,zhōng wén,tiếng Trung,1,"boya,new_hsk",,,0,8,10,4,0,True
中断,multi-character-word,zhōng duàn,gián đoạn,6,hsk,,,0,5,7,0,2,True
中旬,multi-character-word,zhōng xún,giữa tháng,"5,7","hsk,new_hsk",,,0,1,3,0,2,True
中期,multi-character-word,zhōng qī,giữa kỳ,6,new_hsk,,,0,5,4,0,2,True
中止,multi-character-word,zhōng zhǐ,tạm dừng,7,new_hsk,,,0,0,3,0,2,True
中毒,multi-character-word,zhòng dú,ngộ độc,5,new_hsk,,,0,1,3,0,2,True
中秋节,multi-character-word,Zhōng qiū jié,Tết Trung Thu,5,new_hsk,,,0,0,6,0,3,True
中立,multi-character-word,zhōng lì,trung lập,"6,7","hsk,new_hsk",,,0,0,5,0,2,True
中等,multi-character-word,zhōng děng,"hạng nhì, trung bình",6,new_hsk,,,0,1,1,0,2,True
中级,multi-character-word,zhōng jí,trung cấp,2,new_hsk,,,0,0,0,0,2,True
中药,multi-character-word,zhōng yào,thuốc Trung Quốc,5,new_hsk,,,1,6,9,0,2,True
中药铺,multi-character-word,zhōng yào pù,"Tiệm thuốc Bắc, hiệu thuốc Đông y",3,boya,,,0,1,2,0,0,True
中途,multi-character-word,zhōng tú,giữa chừng,7,new_hsk,,,0,2,3,0,2,True
中部,multi-character-word,zhōng bù,phần trung tâm,3,new_hsk,,,0,1,2,0,2,True
中间,multi-character-word,zhōng jiān,giữa,"1,3,4","hsk,new_hsk,yct",,,0,6,6,0,0,True
中餐,multi-character-word,zhōng cān,ẩm thực Trung Quốc,2,"boya,new_hsk",,,0,0,3,0,2,True
丰,single-character,fēng,sum suê; đẫy đà,4,char_dictionary,not-resolved,,6,10,10,0,0,False
丰厚,multi-character-word,fēng hòu,"dồi dào, giàu có",7,new_hsk,,,0,6,6,0,2,True
丰富,multi-character-word,fēng fù,phong phú,"2,3,4","boya,hsk,new_hsk",,,1,10,10,0,2,True
丰富多彩,multi-character-word,fēng fù duō cǎi,phong phú và đa dạng,7,new_hsk,,,0,3,3,0,4,True
丰满,multi-character-word,fēng mǎn,đầy đặn,"3,6,7","boya,hsk,new_hsk",,,0,3,3,0,2,True
丰盛,multi-character-word,fēng shèng,thịnh soạn,"3,5,6,7","boya,hsk,new_hsk",,,0,3,9,0,2,True
丰硕,multi-character-word,fēng shuò,dồi dào và vững chắc,7,new_hsk,,,0,3,4,0,2,True
串,single-character,chuàn,chuỗi,"5,6",hsk,not-resolved,,2,8,8,0,1,True
串门,multi-character-word,chuàn mén,gọi ai đó,7,new_hsk,,,0,3,4,0,2,True
临,single-character,lín,sắp,"2,5,7","boya,hsk,new_hsk",not-resolved,,10,10,10,1,1,True
临床,multi-character-word,lín chuáng,lâm sàng,"6,7","hsk,new_hsk",,,0,2,3,0,2,True
临时,multi-character-word,lín shí,tạm thời,"4,5","boya,hsk,new_hsk",,,0,7,5,1,0,True
临街,multi-character-word,lín jiē,hướng ra phố,7,new_hsk,,,0,0,3,0,2,True
临近,multi-character-word,lín jìn,đến gần,7,new_hsk,,,0,3,4,0,2,True
丶,single-character,zhǔ,"Phàm cái gì cần có phân biệt, sự gì cần biết nên chăng, lòng đã có định, thì đánh dấu chữ ""chủ"" để nhớ lấy",99,radicals_214,resolved,丶,0,0,0,0,0,False
丸,single-character,wán,viên thuốc,7,new_hsk,not-resolved,,1,1,3,0,0,True
丹,single-character,dān,đỏ; viên thuốc,7,char_dictionary,not-resolved,,1,5,4,0,0,False
为,single-character,wèi,cho,"2,3,4,5","hsk,new_hsk,yct",resolved,又,15,10,10,4,0,True
为了,multi-character-word,wèi le,để,"2,3,4","boya,hsk,new_hsk,yct",,,0,4,10,4,2,True
为人,multi-character-word,wéi rén,cư xử,7,new_hsk,,,1,10,10,0,2,True
为什么,multi-character-word,wèi shén me,tại sao,"1,2,3,4","boya,hsk,new_hsk,yct",,,0,1,10,3,3,True
为何,multi-character-word,wèi hé,tại sao,"6,7","boya,new_hsk",,,0,3,4,0,2,True
为此,multi-character-word,wèi cǐ,vì lý do này,6,new_hsk,,,0,3,8,0,2,True
为难,multi-character-word,wéi nán,cảm thấy khó xử,7,boya,,,0,5,4,0,2,True
主,single-character,zhǔ,"quản lý, chịu trách nhiệm",7,new_hsk,not-resolved,,15,10,10,2,1,True
