word,hsk,charCount,pinyin,meaningShortVi,meaningFullVi,compounds,collocations,collocationsWithSentences,linkedCollocationSentences,sentences,grammar,reviewedRelations,candidateRelations,oldStatus,newStatus
侵犯,3,2,qīn fàn,xâm phạm,"xâm phạm, vi phạm (quyền lợi, lãnh thổ, riêng tư); xâm-phạm trong Hán-Việt",0,4,0,0,4,1,0,0,PASS,PASS
便宜,1,2,pián yi,rẻ,rẻ,0,2,1,2,7,5,0,0,PASS,PASS
俗话,3,2,sú huà,tục ngữ,Nghĩa của 俗话,0,0,0,0,3,1,0,0,PASS,PASS
保佑,3,2,bǎo yòu,ban phước và bảo vệ,"Phù hộ và che chở; ban phước bảo vệ. Hán-Việt: bảo hựu — thường dùng trong ngữ cảnh tín ngưỡng, cầu nguyện.",0,3,1,1,4,1,0,0,PASS,PASS
保存,3,2,bǎo cún,lưu trữ,"Lưu trữ, bảo tồn",0,3,1,1,3,1,0,0,PASS,PASS
保安,3,2,bǎo'ān,bảo vệ,"Bảo vệ, an ninh",0,3,0,0,3,1,0,1,PASS,PASS
保护,3,2,bǎo hù,bảo vệ,bảo vệ,0,2,1,1,2,1,0,1,PASS,PASS
保持,3,2,bǎo chí,duy trì,"Duy trì, giữ gìn",0,2,0,0,3,1,0,0,PASS,PASS
保洁,2,2,bǎo jié,giữ gìn vệ sinh,"giữ gìn vệ sinh, làm sạch",0,0,0,0,2,1,0,0,PASS,PASS
保留,3,2,bǎo liú,giữ lại,"Giữ lại, bảo lưu",0,1,0,0,3,1,0,0,PASS,PASS
保证,3,2,bǎo zhèng,bảo đảm,"Bảo đảm, bảo chứng",0,3,2,2,3,1,0,0,PASS,PASS
保险,3,2,bǎo xiǎn,bảo hiểm,"Bảo hiểm; chắc chắn, an toàn",0,2,0,0,3,1,0,0,PASS,PASS
信任,3,2,xìn rèn,tin tưởng,"Tin tưởng, tin cậy",0,2,0,0,3,1,0,1,PASS,PASS
信号,2,2,xìn hào,tín hiệu,tín hiệu,0,3,0,0,3,1,0,0,PASS,PASS
信封,3,2,xìn fēng,phong bì,phong bì,0,2,0,0,2,1,0,0,PASS,PASS
信心,2,2,xìn xīn,tự tin,tự tin,0,3,1,1,2,2,0,0,PASS,PASS
信息,2,2,xìn xī,thông tin,thông tin,0,2,0,0,3,1,0,0,PASS,PASS
修剪,3,2,xiū jiǎn,cắt tỉa,"cắt tỉa, sửa sang",0,0,0,0,2,1,0,0,PASS,PASS
修改,3,2,xiū gǎi,sửa đổi,"sửa đổi, hiệu đính; thay đổi nội dung, hình thức hoặc chi tiết của một văn bản, kế hoạch hoặc vật thể",0,2,0,0,2,1,0,0,PASS,PASS
倒霉,1,2,dǎo méi,vận rủi,vận rủi; không may,0,2,0,0,4,1,0,0,PASS,PASS
值得,3,2,zhí dé,đáng giá,đáng giá; đáng làm; xứng đáng,0,2,0,0,2,1,0,0,PASS,PASS
假期,1,2,jià qī,kỳ nghỉ,kỳ nghỉ,0,1,1,1,1,1,0,0,PASS,PASS
假若,3,2,jiǎ ruò,nếu như,"nếu như, giả sử",0,0,0,0,2,1,0,0,PASS,PASS
偏偏,3,2,piān piān,trái lý,Nghĩa của 偏偏,0,0,0,0,4,2,0,0,PASS,PASS
偏爱,3,2,piān ài,thiên vị,"thiên vị, yêu thích đặc biệt",0,0,0,0,2,1,0,0,PASS,PASS
做到,2,2,zuò dào,làm được,tác đáo,0,0,0,0,3,2,0,0,PASS,PASS
做客,1,2,zuò kè,làm khách,"Làm khách, đến chơi",0,3,1,1,4,2,0,0,PASS,PASS
做梦,1,2,zuò mèng,có một giấc mơ,có một giấc mơ,0,0,0,0,0,1,0,0,PASS,PASS
做法,2,2,zuò fǎ,cách nấu,tác pháp,0,2,0,0,2,1,0,0,PASS,PASS
做饭,1,2,zuò fàn,nấu ăn,tác phạn,0,2,0,0,7,5,0,0,PASS,PASS
停止,2,2,tíng zhǐ,dừng lại,dừng lại; ngừng; đình chỉ,0,2,0,0,1,1,0,1,PASS,PASS
停车,2,2,tíng chē,dừng xe,"dừng xe, đỗ xe",1,1,0,0,1,1,0,0,PASS,PASS
健康,2,2,jiàn kāng,khỏe mạnh,khỏe mạnh,0,2,2,2,5,4,0,0,PASS,PASS
健美,3,2,jiàn měi,khỏe đẹp,"Khỏe đẹp, thể hình cân đối; thể dục thể hình (môn thể thao). Hán-Việt: kiện mỹ.",0,4,2,2,4,1,0,0,PASS,PASS
偶像,3,2,ǒu xiàng,thần tượng,"thần tượng, người mẫu",0,0,0,0,2,1,0,0,PASS,PASS
偶尔,2,2,ǒu ěr,thỉnh thoảng,"thỉnh thoảng, đôi khi, ngẫu nhiên",0,4,1,1,3,2,0,0,PASS,PASS
偷懒,1,2,tōu lǎn,lười biếng,"Lười biếng, trốn tránh việc làm; cố ý làm ít để nghỉ ngơi. Hán-Việt: thâu lãn.",0,3,1,2,4,1,0,0,PASS,PASS
储量,3,2,chǔ liàng,Trữ lượng,Trữ lượng,0,0,0,0,2,1,1,0,PASS,PASS
像样,3,2,xiàng yàng,khá,"Đàng hoàng, ra hồn, tử tế — đạt mức chấp nhận được về chất lượng hoặc diện mạo. Sửa existingMeaning: 「khá」 quá hẹp; nghĩa đầy đủ là 「trông được, ra dáng」.",0,3,2,2,5,2,0,1,PASS,PASS
儒家,3,2,rú jiā,Nho giáo,"Nho giáo, nhà Nho (hệ tư tưởng của Khổng Tử)",0,2,1,1,3,1,0,0,PASS,PASS
儿子,1,2,ér zi,con trai,con trai,0,2,1,3,6,4,0,0,PASS,PASS
充实,3,2,chōng shí,phong phú,"phong phú, đầy đủ",0,0,0,0,3,1,0,1,PASS,PASS
充满,3,2,chōng mǎn,lấp đầy,"lấp đầy, đầy đặn",0,2,1,1,4,3,0,0,PASS,PASS
先生,1,2,xiān sheng,ông,"ông, ngài",0,2,0,0,5,1,0,0,PASS,PASS
先进,3,2,xiān jìn,tiên tiến,"tiên tiến, hiện đại; vượt trội hơn so với trình độ chung của thời đại",0,2,0,0,2,1,0,0,PASS,PASS
光临,2,2,guāng lín,có mặt,"có mặt, đến thăm (lịch sự, trang trọng)",0,2,1,1,2,1,0,0,PASS,PASS
光明,3,2,guāng míng,ánh sáng,"ánh sáng, sáng sủa; đầy triển vọng; công khai",0,1,0,0,1,1,0,0,PASS,PASS
光环,3,2,guāng huán,vòng ánh sáng,"vòng hào quang, vẻ hào nhoáng",0,3,1,1,3,1,0,0,PASS,PASS
光盘,1,2,guāng pán,đĩa CD,"Đĩa CD, đĩa quang; ăn sạch thức ăn",0,3,1,1,3,1,0,0,PASS,PASS
克服,3,2,kè fú,khắc phục,khắc phục,0,2,1,1,1,1,0,0,PASS,PASS
免贵,2,2,miǎn guì,không dám (lời đáp lịch sự khi được hỏi quý danh),không dám (lời đáp lịch sự khi được hỏi quý danh),0,0,0,0,2,1,0,0,PASS,PASS
免费,2,2,miǎn fèi,miễn phí,"miễn phí, không mất tiền",0,0,0,0,1,1,0,0,PASS,PASS
入口,2,2,rù kǒu,lối vào,lối vào,0,2,0,0,3,1,0,1,PASS,PASS
全体,2,2,quán tǐ,toàn bộ,toàn thể,0,2,0,0,2,1,0,3,PASS,PASS
全国,2,2,quán guó,toàn quốc,toàn quốc,0,2,0,0,2,1,0,0,PASS,PASS
全场,3,2,quán chǎng,mọi người có mặt,"toàn trường, tất cả mọi người có mặt",0,1,0,0,0,1,0,0,PASS,PASS
全家,2,2,quán jiā,cả nhà,cả nhà,0,2,0,0,2,1,0,0,PASS,PASS
全局,3,2,quán jú,tình hình tổng thể,Nghĩa của 全局,0,0,0,0,3,1,0,0,PASS,PASS
全年,2,2,quán nián,cả năm,"cả năm, quanh năm",0,1,0,0,1,1,0,0,PASS,PASS
全球,3,2,quán qiú,toàn cầu,"toàn cầu, toàn thế giới",0,2,0,0,2,1,0,0,PASS,PASS
全能,3,2,quán néng,toàn năng,"toàn năng, giỏi mọi việc, có khả năng làm tất cả",0,3,2,2,4,1,0,0,PASS,PASS
全身,2,2,quán shēn,toàn thân,toàn thân,0,1,0,0,1,1,0,0,PASS,PASS
全部,1,2,quán bù,toàn bộ,Nghĩa của 全部,0,0,0,0,3,2,0,3,PASS,PASS
全都,2,2,quán dōu,hoàn toàn,hoàn toàn,0,0,0,0,2,1,0,2,PASS,PASS
全面,3,2,quán miàn,toàn diện,"toàn diện, toàn vẹn; trọn vẹn, đầy đủ",0,2,0,0,1,1,0,0,PASS,PASS
公共,3,2,gōng gòng,chung,"chung, công cộng",1,2,1,1,2,2,0,1,PASS,PASS
公司,1,2,gōng sī,công ty,công ty,0,2,0,0,7,6,0,0,PASS,PASS
公园,2,2,gōng yuán,công viên,công viên,0,2,0,0,2,1,0,0,PASS,PASS
公寓,2,2,gōng yù,căn hộ,căn hộ,0,2,0,0,4,1,0,0,PASS,PASS
公布,3,2,gōng bù,công bố,công bố,0,2,0,0,1,1,0,1,PASS,PASS
公平,2,2,gōng píng,công bằng,công bằng,0,1,0,0,4,3,0,1,PASS,PASS
公开,3,2,gōng kāi,công khai,công khai,0,1,0,0,0,1,0,0,PASS,PASS
公斤,2,2,gōng jīn,kilôgam,công cân,0,2,0,0,2,1,0,1,PASS,PASS
公民,3,2,gōng mín,công dân,Công dân,0,3,2,2,3,1,0,0,PASS,PASS
公路,2,2,gōng lù,đường cao tốc,đường bộ,1,2,0,0,2,1,0,1,PASS,PASS
公道,2,2,gōng dao,công bằng,Nghĩa của 公道,0,0,0,0,3,1,0,1,PASS,PASS
公里,2,2,gōng lǐ,kilômét,công lý,1,2,0,0,2,1,0,0,PASS,PASS
共同,2,2,gòng tóng,chung,"chung, cùng nhau",0,2,0,0,3,2,0,1,PASS,PASS
共有,3,2,gòng yǒu,có tất cả,"chung có, collectively have",0,1,0,0,0,1,0,0,PASS,PASS
关上,1,2,guān shàng,đóng,đóng lại,0,2,0,0,4,1,0,0,PASS,PASS
关于,3,2,guān yú,về,"về, liên quan đến",0,2,1,1,7,4,0,0,PASS,PASS
关心,2,2,guān xīn,quan tâm,quan tâm,0,2,0,0,2,1,0,0,PASS,PASS
关机,2,2,guān jī,tắt máy,tắt máy,0,1,1,2,2,1,0,0,PASS,PASS
关注,3,2,guān zhù,chú ý,"chú ý, quan tâm, theo dõi",0,2,0,0,1,1,0,1,PASS,PASS
关系,1,2,guān xi,liên quan đến,"Quan hệ, mối quan hệ",1,3,2,2,6,4,0,1,PASS,PASS
关门,1,2,guān mén,đóng cửa (cửa hàng,"đóng cửa (cửa hàng, doanh nghiệp), đóng cửa ra vào",0,0,0,0,2,2,0,0,PASS,PASS
兴奋,3,2,xīng fèn,hưng phấn,"hưng phấn, phấn khích, vui mừng tột độ",0,0,0,0,3,1,0,0,PASS,PASS
兴盛,3,2,xīng shèng,Hưng thịnh,"Hưng thịnh, phồn vinh",0,0,0,0,2,1,0,0,PASS,PASS
兴趣,3,2,xìng qù,sở thích,"Sở thích là điều mà ai đó thích làm, quan tâm hoặc muốn tìm hiểu thêm.",1,3,2,4,8,6,0,2,PASS,PASS
其中,2,2,qí zhōng,trong số đó,trong số đó,0,0,0,0,6,4,0,0,PASS,PASS
其他,2,2,qí tā,khác,khác,0,2,1,1,3,2,0,1,PASS,PASS
其实,2,2,qí shí,thực ra,kỳ thực; thực ra; trên thực tế,1,1,0,0,2,1,0,0,PASS,PASS
其次,3,2,qí cì,kế tiếp,kế tiếp; thứ hai; tiếp theo,0,2,0,0,4,2,0,0,PASS,PASS
具体,3,2,jù tǐ,cụ thể,"cụ thể, chi tiết; có chi tiết rõ ràng, không trừu tượng",0,2,0,0,2,1,0,0,PASS,PASS
具有,3,2,jù yǒu,có,"có, sở hữu",0,2,0,0,1,1,0,0,PASS,PASS
典型,3,2,diǎn xíng,điển hình,"điển hình, tiêu biểu; mẫu mực",0,2,0,0,2,1,0,0,PASS,PASS
养活,3,2,yǎng huo,nuôi dưỡng,nuôi dưỡng,0,0,0,0,0,1,0,0,PASS,PASS
内容,2,2,nèi róng,nội dung,nội dung,0,2,0,0,2,2,0,0,PASS,PASS
内心,3,2,nèi xīn,nội tâm,"trong lòng, nội tâm",0,3,0,0,1,1,0,0,PASS,PASS
再版,3,2,zài bǎn,tái bản,"tái bản, in lại",0,0,0,0,2,1,0,0,PASS,PASS
再见,1,2,zài jiàn,Tạm biệt,"tạm biệt, chào gặp lại",0,0,0,0,5,1,0,0,PASS,PASS
再说,2,2,zài shuō,hơn nữa,hơn nữa,0,1,1,1,6,3,0,0,PASS,PASS
冒险,2,2,mào xiǎn,phiêu lưu,phiêu lưu,0,2,0,0,4,1,0,0,PASS,PASS
写作,3,2,xiě zuò,viết,"viết lách, sáng tác",0,2,1,1,3,3,0,0,PASS,PASS
农业,3,2,nóng yè,nông nghiệp,nông nghiệp,0,2,0,0,2,1,0,0,PASS,PASS
农村,2,2,nóng cūn,vùng nông thôn,vùng nông thôn,0,2,0,0,2,1,0,0,PASS,PASS
农民,2,2,nóng mín,nông dân,Nông dân,0,0,0,0,3,1,0,0,PASS,PASS
冬天,1,2,dōng tiān,mùa đông,đông thiên,0,1,0,0,4,2,0,0,PASS,PASS
冰水,2,2,bīng shuǐ,nước đá,nước đá; nước lạnh,0,0,0,0,0,1,0,0,PASS,PASS
冰箱,2,2,bīng xiāng,tủ lạnh,tủ lạnh,0,2,0,0,2,1,0,0,PASS,PASS
冲突,3,2,chōng tū,xung đột,"xung đột — va chạm, mâu thuẫn dẫn đến tranh chấp; có thể là xung đột vũ trang, xung đột lợi ích, hoặc xung đột quan điểm.",0,4,0,0,4,1,0,0,PASS,PASS
决定,1,2,jué dìng,quyết định,"quyết định, quyết đoán",0,0,0,0,4,5,0,0,PASS,PASS
决心,2,2,jué xīn,quyết tâm,"quyết tâm, ý chí",0,0,0,0,1,2,0,2,PASS,PASS
决赛,3,2,jué sài,chung kết,Chung kết,1,2,0,0,2,1,0,0,PASS,PASS
冷落,3,2,lěng luò,lạnh nhạt,"Đối xử lạnh nhạt, thờ ơ với người khác; hoặc (nơi chốn) vắng vẻ, đìu hiu. Hán-Việt: 「lãnh lạc」— lãnh (lạnh) + lạc (rơi rụng, hiu quạnh).",0,3,0,0,4,1,0,0,PASS,PASS
准备,1,2,zhǔn bèi,chuẩn bị,"chuẩn bị, dự định, sắp sửa",0,4,1,2,7,7,0,0,PASS,PASS
准时,2,2,zhǔn shí,đúng giờ,đúng giờ,0,2,1,1,2,1,1,1,PASS,PASS
准确,2,2,zhǔn què,chính xác,chính xác,0,3,0,0,2,1,0,2,PASS,PASS
凉快,2,2,liáng kuai,mát mẻ,lương khoái,0,2,0,0,3,1,0,0,PASS,PASS
凉水,3,2,liáng shuǐ,nước lạnh,Nước lạnh,0,3,2,2,3,1,0,0,PASS,PASS
几乎,2,2,jī hū,hầu như,hầu như,0,1,1,2,2,1,0,0,PASS,PASS
凡是,3,2,fán shì,mọi thứ,mọi thứ,0,2,0,0,4,1,0,0,PASS,PASS
出卖,3,2,chū mài,bán ra,Nghĩa của 出卖,0,0,0,0,3,1,0,0,PASS,PASS
出去,1,2,chū qu,ra ngoài,đi ra ngoài,0,2,0,0,4,4,0,1,PASS,PASS
出发,1,2,chū fā,khởi hành,"khởi hành, xuất phát",0,2,0,0,4,3,0,0,PASS,PASS
出口,2,2,chū kǒu,lối ra,"xuất khẩu, cửa ra",0,3,1,1,2,1,0,0,PASS,PASS
出国,2,2,chū guó,ra nước ngoài,ra nước ngoài,0,2,0,0,2,1,0,0,PASS,PASS
出来,1,2,chū lai,ra ngoài,ra ngoài,0,2,1,1,8,7,0,1,PASS,PASS
出现,2,2,chū xiàn,xuất hiện,xuất hiện,0,3,0,0,3,2,0,0,PASS,PASS
出生,2,2,chū shēng,sinh ra,sinh ra,0,2,0,0,2,1,0,1,PASS,PASS
出租,2,2,chū zū,cho thuê,cho thuê,1,2,2,3,3,3,0,0,PASS,PASS
出门,2,2,chū mén,ra khỏi nhà,ra khỏi nhà,0,3,0,0,4,2,0,0,PASS,PASS
出院,2,2,chū yuàn,xuất viện,xuất viện,0,2,0,0,3,1,0,0,PASS,PASS
分之,2,2,fēn zhī,phân số,phân số,1,1,1,2,2,1,0,1,PASS,PASS
分别,2,2,fēn bié,sự khác biệt,"phân biệt, sự khác biệt; chia tay",0,2,0,0,2,1,0,2,PASS,PASS
分开,2,2,fēn kāi,chia ra,phân khai,0,1,0,0,2,2,0,0,PASS,PASS
分数,2,2,fēn shù,phân số,phân số,0,1,1,1,2,1,0,1,PASS,PASS
分泌,3,2,fēn mì,tiết ra,Nghĩa của 分泌,0,0,0,0,3,1,0,0,PASS,PASS
分组,3,2,fēn zǔ,chia thành các nhóm,"chia nhóm, phân nhóm",0,1,0,0,2,1,0,0,PASS,PASS
分配,3,2,fēn pèi,phân phối,"phân chia, phân phối",0,2,1,1,2,1,0,0,PASS,PASS
分钟,1,2,fēn zhōng,phút,phút,0,3,2,4,9,9,0,0,PASS,PASS
划船,3,2,huá chuán,chèo thuyền,chèo thuyền,0,2,0,0,2,1,0,0,PASS,PASS
刚刚,2,2,gāng gāng,vừa mới,vừa mới,0,2,0,0,3,2,0,0,PASS,PASS
刚才,1,2,gāng cái,vừa rồi,vừa rồi,0,3,0,0,6,5,0,0,PASS,PASS
创业,3,2,chuàng yè,khởi nghiệp,khởi nghiệp; bắt đầu sự nghiệp; lập nghiệp,0,2,0,0,2,1,0,0,PASS,PASS
创作,3,2,chuàng zuò,sáng tác,sáng tác,0,2,0,0,2,1,0,0,PASS,PASS
创新,3,2,chuàng xīn,sáng tạo,"sáng tạo, đổi mới",0,2,0,0,2,1,0,0,PASS,PASS
创造,3,2,chuàng zào,tạo ra,"tạo ra, kiến tạo",0,2,0,0,2,1,0,0,PASS,PASS
初中,1,2,chū zhōng,trường trung học cơ sở,"trường trung học cơ sở, cấp 2",0,2,0,0,2,1,0,1,PASS,PASS
初步,3,2,chū bù,ban đầu,"ban đầu, sơ bộ",0,1,0,0,2,1,0,2,PASS,PASS
初级,3,2,chū jí,sơ cấp,sơ cấp,1,2,0,0,2,1,0,0,PASS,PASS
判断,3,2,pàn duàn,phán đoán,"phán đoán, đánh giá",0,0,0,0,0,1,0,0,PASS,PASS
利用,2,2,lì yòng,sử dụng,"tận dụng, sử dụng",0,0,0,0,1,1,0,2,PASS,PASS
别人,1,2,bié rén,người khác,"người khác, người ngoài",0,3,1,1,9,6,0,0,PASS,PASS
别扭,3,2,biè niu,không thoải mái,Nghĩa của 别扭,0,0,0,0,3,1,0,0,PASS,PASS
别提,1,2,bié tí,Đừng nhắc tới (thường dùng để diễn tả sự không hài lòng,"Đừng nhắc tới (thường dùng để diễn tả sự không hài lòng, khó chịu, hoặc quá mức không cần nói thêm)",0,0,0,0,4,2,0,0,PASS,PASS
别的,1,2,bié de,khác,khác,0,2,0,0,5,3,0,1,PASS,PASS
刮风,3,2,guā fēng,gió thổi,gió thổi,0,0,0,0,1,1,0,0,PASS,PASS
到处,2,2,dào chù,khắp nơi,khắp nơi,0,1,1,2,2,1,0,1,PASS,PASS
到底,3,2,dào dǐ,cuối cùng,cuối cùng; cùng cực; rốt cuộc,1,2,1,1,4,2,0,2,PASS,PASS
到达,3,2,dào dá,đến nơi,"đến nơi, tới nơi; đạt được, đạt tới",0,2,0,0,2,1,0,0,PASS,PASS
制作,3,2,zhì zuò,chế tạo,chế tạo,0,1,0,0,2,1,0,0,PASS,PASS
制定,3,2,zhì dìng,thiết lập,thiết lập,0,2,0,0,1,1,1,2,PASS,PASS
制度,2,2,zhì dù,hệ thống,"Chế độ, hệ thống quy định",0,0,0,0,3,1,0,1,PASS,PASS
制订,2,2,zhì dìng,lập,"soạn thảo, lập ra (kế hoạch, quy định)",0,0,0,0,1,1,1,0,PASS,PASS
制造,3,2,zhì zào,sản xuất,"sản xuất, chế tạo, làm ra",0,1,0,0,1,1,0,2,PASS,PASS
刷牙,3,2,shuā yá,đánh răng,đánh răng,0,0,0,0,2,1,0,0,PASS,PASS
刺激,3,2,cì jī,kích thích,kích thích,0,3,1,3,4,1,0,0,PASS,PASS
前后,3,2,qián hòu,trước và sau,"Trước và sau, xung quanh",0,3,1,1,3,1,0,0,PASS,PASS
前天,1,2,qián tiān,ngày hôm kia,ngày hôm kia (2 ngày trước),0,3,3,5,5,1,0,0,PASS,PASS
前年,2,2,qián nián,năm trước nữa,năm trước nữa,0,2,0,0,2,1,0,0,PASS,PASS
前往,3,2,qián wǎng,rời đi,đi tới; hướng về phía; đến một nơi,0,2,0,0,2,1,0,0,PASS,PASS
前边,1,2,qián bian,phía trước,phía trước,0,2,0,0,4,2,0,1,PASS,PASS
前进,3,2,qián jìn,tiến lên,"tiến lên, đi về phía trước",0,0,0,0,2,1,0,0,PASS,PASS
前面,1,2,qián miàn,phía trước,"phía trước; phần đầu, phần trước; tương lai",0,1,0,0,3,2,0,1,PASS,PASS
剧场,3,2,jù chǎng,rạp hát,"Rạp hát, nhà hát",0,2,0,0,2,1,0,0,PASS,PASS
力量,3,2,lì liang,sức mạnh,"Sức mạnh, sức lực",0,3,0,0,3,1,0,0,PASS,PASS
劝酒,1,2,quàn jiǔ,Mời rượu,"Mời rượu, ép rượu (theo nghĩa tích cực là mời khách nhiệt tình)",0,0,0,0,2,1,0,0,PASS,PASS
办法,1,2,bàn fǎ,cách,cách,0,3,2,3,6,4,0,1,PASS,PASS
办理,3,2,bàn lǐ,xử lý,"Xử lý, làm thủ tục",0,2,0,0,2,1,0,0,PASS,PASS
功夫,3,2,gōng fu,kung fu,"công phu, thời gian và sức lực bỏ ra; võ thuật Trung Hoa, hoặc chỉ sự khéo léo đạt được qua luyện tập chăm chỉ",0,2,0,0,2,1,1,0,PASS,PASS
功能,3,2,gōng néng,chức năng,"chức năng; công năng, công dụng",0,2,0,0,0,1,0,0,PASS,PASS
功课,1,2,gōng kè,bài tập,"bài tập, môn học",0,2,0,0,1,1,0,1,PASS,PASS
加工,3,2,jiā gōng,gia công,"Gia công, chế biến",0,2,0,0,2,1,0,0,PASS,PASS
加强,3,2,jiā qiáng,tăng cường,"tăng cường, làm mạnh hơn",0,2,0,0,2,1,0,0,PASS,PASS
加快,3,2,jiā kuài,đẩy nhanh,"đẩy nhanh, tăng tốc",0,2,2,2,2,1,0,0,PASS,PASS
加油,2,2,jiā yóu,Cố lên!,cố lên,1,2,0,0,3,1,0,0,PASS,PASS
动人,3,2,dòng rén,cảm động,"Cảm động, lay động, xúc động",0,4,1,1,3,1,0,1,PASS,PASS
动作,1,2,dòng zuò,chuyển động,"hành động, cử chỉ, động tác",0,3,1,1,5,1,0,0,PASS,PASS
动力,3,2,dòng lì,năng lượng,"động lực, sức mạnh thúc đẩy; năng lượng, công suất",0,1,0,0,3,2,0,0,PASS,PASS
动摇,3,2,dòng yáo,lung lay,"dao động, lung lay, thay đổi quan điểm",0,2,0,0,3,1,0,0,PASS,PASS
动物,2,2,dòng wù,động vật,động vật,1,3,1,1,4,2,0,0,PASS,PASS
努力,1,2,nǔ lì,cố gắng,cố gắng,0,2,2,4,9,8,0,0,PASS,PASS
劲儿,1,2,jìnr ,Sức lực,"Sức lực, khí lực; hứng thú, tinh thần",1,0,0,0,2,1,0,0,PASS,PASS
劳驾,2,2,láo jià,làm ơn,làm ơn,0,2,0,0,4,1,0,0,PASS,PASS
勤劳,2,2,qín láo,chăm chỉ,chăm chỉ,0,2,0,0,4,1,0,2,PASS,PASS
勺子,3,2,sháo zi,muỗng,muỗng,0,2,0,0,4,1,0,0,PASS,PASS
包子,1,2,bāo zi,bánh bao,bánh bao,0,3,3,5,4,1,0,0,PASS,PASS
化妆,3,2,huà zhuāng,trang điểm,trang điểm (làm đẹp cho khuôn mặt bằng mỹ phẩm),1,3,2,2,5,1,0,0,PASS,PASS
化学,2,2,huà xué,hóa học,hóa học,0,2,0,0,4,1,0,0,PASS,PASS
北京,1,2,Běi jīng,Bắc Kinh,Bắc Kinh (thủ đô Trung Quốc),0,4,2,4,18,10,0,0,PASS,PASS
北方,1,2,běi fāng,phía bắc,phía Bắc,0,2,0,0,2,1,0,1,PASS,PASS
北边,1,2,běi biān,phía bắc,"phía bắc, bên bắc",0,3,1,2,4,1,0,1,PASS,PASS
北部,3,2,běi bù,phần phía bắc,"khu vực phía bắc, vùng phía bắc",0,2,0,0,2,1,0,0,PASS,PASS
匮乏,3,2,kuì fá,thiếu thốn,"thiếu thốn, khan hiếm",0,0,0,0,2,1,0,0,PASS,PASS
区别,3,2,qū bié,phân biệt,"sự khác biệt, sự khác nhau; phân biệt, phân loại",0,2,0,0,2,1,0,0,PASS,PASS
医生,1,2,yī shēng,bác sĩ,bác sĩ (người hành nghề y),0,2,1,1,7,3,2,1,PASS,PASS
医院,1,2,yī yuàn,bệnh viện,bệnh viện,0,0,0,0,10,7,0,0,PASS,PASS
十一,2,2,shí yī,Mùng 1 tháng 10 (Quốc khánh Trung Quốc),Mùng 1 tháng 10 (Quốc khánh Trung Quốc).,0,0,0,0,4,3,0,0,PASS,PASS
十分,2,2,shí fēn,rất,thập phân,0,2,0,0,9,9,0,1,PASS,PASS
千万,2,2,qiān wàn,nhất định,"thiên vạn (mười triệu), nhất định phải",0,3,0,0,3,1,0,1,PASS,PASS
千克,2,2,qiān kè,kilôgam,thiên khắc,0,2,0,0,2,1,0,1,PASS,PASS
午睡,2,2,wǔ shuì,ngủ trưa,ngủ trưa,0,3,1,1,3,1,0,0,PASS,PASS
午餐,2,2,wǔ cān,bữa trưa,ngọ xan,0,2,1,1,2,1,0,1,PASS,PASS
午饭,1,2,wǔ fàn,bữa trưa,cơm trưa,0,2,1,1,2,1,0,1,PASS,PASS
半夜,2,2,bàn yè,nửa đêm,nửa đêm,0,2,0,0,2,1,0,0,PASS,PASS
半天,1,2,bàn tiān,một thời gian dài,"một thời gian dài (nghĩa bóng), nửa ngày (nghĩa đen)",0,2,2,2,6,2,0,0,PASS,PASS
半年,1,2,bàn nián,nửa năm,nửa năm; sáu tháng,0,3,2,2,5,1,0,0,PASS,PASS
华人,3,2,Huá rén,người Hoa,"Người Hoa, người Trung Quốc",0,3,2,2,3,1,0,0,PASS,PASS
华侨,3,2,huá qiáo,người Hoa ở nước ngoài,Nghĩa của 华侨,0,0,0,0,3,1,0,0,PASS,PASS
单位,2,2,dān wèi,đơn vị,đơn vị,0,2,0,0,2,1,0,0,PASS,PASS
单元,3,2,dān yuán,đơn vị dân cư,"đơn vị, phần, mục",0,0,0,0,0,1,0,0,PASS,PASS
单纯,3,2,dān chún,thuần khiết,thiện + thuần (thuần khiết),0,0,0,0,3,1,0,0,PASS,PASS
单薄,3,2,dān bó,mỏng,mỏng manh (vật lý/hoàn cảnh),0,3,0,0,4,1,0,0,PASS,PASS
南方,1,2,nán fāng,miền Nam,miền Nam,0,2,0,0,2,1,0,0,PASS,PASS
南边,1,2,nán biān,phía nam,"phía nam, bên nam",0,3,1,1,4,1,0,0,PASS,PASS
南部,3,2,nán bù,phần phía nam,"khu vực phía nam, vùng phía nam",0,2,0,0,2,1,0,0,PASS,PASS
卧铺,1,2,wò pù,giường nằm (trên tàu),giường nằm (trên tàu hoả hoặc xe buýt đường dài); vé giường nằm,0,2,1,1,4,1,0,0,PASS,PASS
卫生,3,2,wèi shēng,vệ sinh,"Vệ sinh, sạch sẽ",1,3,3,3,3,1,0,0,PASS,PASS
印度,2,2,Yìn dù,Ấn Độ,Ấn Độ,0,0,0,0,2,1,0,0,PASS,PASS
印象,2,2,yìn xiàng,ấn tượng,Ấn tượng,0,3,0,0,3,1,0,0,PASS,PASS
危及,3,2,wēi jí,gây nguy hiểm,"nguy cập — đe doạ đến, gây nguy hiểm cho; tác động tiêu cực trực tiếp đến đối tượng khác.",0,3,1,1,4,1,0,0,PASS,PASS
