word,collocation,collocationPinyin,collocationMeaning,sentenceChinese,sentencePinyin,sentenceMeaning,source
今年,今年夏天,jīnnián xiàtiān,mùa hè năm nay,今年夏天只下了两次雨。,jīn nián xià tiān zhǐ xià le liǎng cì yǔ,Mùa hè năm nay chỉ mưa có hai lần.,new_hsk_3.json
介绍,介绍一下,jièshǎo yīxià,giới thiệu một chút,让我介绍一下,Ràng wǒ jièshǎo yīxià,Để tôi giới thiệu một chút,hsk_1.json
介绍,介绍一下,jièshǎo yīxià,giới thiệu một chút,请介绍一下你自己,Qǐng jièshǎo yīxià nǐ zìjǐ,Hãy giới thiệu về bản thân bạn,hsk_1.json
仍然,仍然没有,réngrán méiyǒu,vẫn chưa,问题仍然没有解决。,Wèntí réngrán méiyǒu jiějué.,Vấn đề vẫn chưa được giải quyết.,hsk_2.json
从前,从前有,cóngqián yǒu,ngày xưa có,从前有一个美丽的村庄。,Cóngqián yǒu yīgè měilì de cūnzhuāng.,Ngày xưa có một ngôi làng đẹp.,hsk_2.json
以外,以外,yǐ wài,bên ngoài,这周以外,zhè zhōu yǐ wài,Ngoài tuần này,hsk_2.json
以外,以外,yǐ wài,bên ngoài,中国以外,Zhōng guó yǐ wài,Ngoài Trung Quốc,hsk_2.json
以外,以外,yǐ wài,bên ngoài,除了我以外，大家都听懂了。,chú le wǒ yǐ wài dà jiā dōu tīng dǒng le,"Ngoài tôi ra, mọi người đều đã nghe hiểu.",hsk_3.json
价值,有价值,yǒu jià zhí,có giá trị,这本书很有价值。,zhè běn shū hěn yǒu jià zhí。,Quyển sách này rất có giá trị.,hsk_3.json
任何,没有任何,méiyǒu rènhé,không có bất kỳ,没有任何困难能阻止我们。,Méiyǒu rènhé kùnnan néng zǔzhǐ wǒmen.,Không có khó khăn nào có thể ngăn cản chúng ta.,hsk_2.json
任何,没有任何,méiyǒu rènhé,không có bất kỳ,他对这个消息没有任何反应。,tā duì zhè gè xiāo xī méi yǒu rèn hé fǎn yīng,Anh ấy không có bất kỳ phản ứng nào với tin này.,hsk_5.json
优点,很多优点,hěnduō yōudiǎn,nhiều ưu điểm,这个人有很多优点。,Zhège rén yǒu hěnduō yōudiǎn.,Người này có rất nhiều ưu điểm.,hsk_3.json
优质,优质产品,yōuzhì chǎnpǐn,sản phẩm chất lượng cao,这家工厂生产优质产品,Zhè jiā gōngchǎng shēngchǎn yōuzhì chǎnpǐn,Nhà máy này sản xuất sản phẩm chất lượng cao,hsk_3.json
优质,优质服务,yōuzhì fúwù,dịch vụ chất lượng cao,消费者越来越重视优质服务,Xiāofèizhě yuè lái yuè zhòngshì yōuzhì fúwù,Người tiêu dùng ngày càng coi trọng dịch vụ chất lượng cao,hsk_3.json
优质,优质教育,yōuzhì jiàoyù,giáo dục chất lượng cao,优质教育资源分配不均是个社会问题,Yōuzhì jiàoyù zīyuán fēnpèi bùjūn shì gè shèhuì wèntí,Phân bổ không đồng đều nguồn lực giáo dục chất lượng cao là vấn đề xã hội,hsk_3.json
优质,优质内容,yōuzhì nèiróng,nội dung chất lượng cao,优质内容是吸引读者的关键,Yōuzhì nèiróng shì xīyǐn dúzhě de guānjiàn,Nội dung chất lượng cao là chìa khóa thu hút độc giả,hsk_3.json
会员,会员卡,huìyuánkǎ,thẻ hội viên,请出示您的会员卡。,Qǐng chūshì nín de huìyuánkǎ.,Làm ơn xuất trình thẻ hội viên của bạn.,hsk_3.json
传媒,传媒行业,chuánméi hángyè,ngành truyền thông,传媒行业受到了互联网的巨大冲击,Chuánméi hángyè shòudào le hùliánwǎng de jùdà chōngjī,Ngành truyền thông chịu tác động lớn từ internet,hsk_3.json
传媒,传媒公司,chuánméi gōngsī,công ty truyền thông,这家传媒公司旗下有多家报纸和电视台,Zhè jiā chuánméi gōngsī qíxià yǒu duō jiā bàozhǐ hé diànshìtái,Tập đoàn truyền thông này sở hữu nhiều tờ báo và đài truyền hình,hsk_3.json
传媒,新传媒,xīn chuánméi,truyền thông mới (kỹ thuật số),新传媒改变了人们获取信息的方式,Xīn chuánméi gǎibiàn le rénmen huòqǔ xìnxī de fāngshì,Truyền thông mới đã thay đổi cách mọi người tiếp cận thông tin,hsk_3.json
似乎,似乎不太,sìhū bù tài,hình như không quá,他似乎不太高兴。,Tā sìhū bù tài gāoxìng.,Anh ấy dường như không quá vui.,hsk_2.json
似乎,似乎不太,sìhū bù tài,hình như không quá,他似乎不太同意这个计划。,tā shì hū bù tài tóng yì zhè gè jì huà,Anh ấy dường như không đồng ý lắm với kế hoạch này.,hsk_5.json
体会,体会到,tǐhuì dào,cảm nhận được,通过这次旅行，我体会到了中国文化的重要性。,"Tōngguò zhè cì lǚxíng, wǒ tǐhuì dào le Zhōngguó wénhuà de zhòngyàoxìng.","Thông qua chuyến đi này, tôi đã cảm nhận được sự quan trọng của văn hóa Trung Quốc.",hsk_3.json
体会,体会到,tǐhuì dào,cảm nhận được,你能体会到父母的心情吗？,Nǐ néng tǐhuì dào fùmǔ de xīnqíng ma?,Bạn có thể thấu hiểu tâm tình của cha mẹ không?,hsk_3.json
体育,体育课,tǐ yù kè,lớp thể dục,我们上体育课,wǒ men shàng tǐ yù kè,Chúng tôi có lớp thể dục,hsk_2.json
佛教,信仰佛教,xìnyǎng Fójiào,theo đạo Phật,他信仰佛教，每天早上打坐。,"Tā xìnyǎng Fójiào, měitiān zǎoshang dǎzuò.","Anh ấy theo Phật giáo, mỗi sáng ngồi thiền.",hsk_3.json
佛教,佛教文化,Fójiào wénhuà,văn hóa Phật giáo,佛教文化对越南影响深远。,Fójiào wénhuà duì Yuènán yǐngxiǎng shēnyuǎn.,Văn hóa Phật giáo ảnh hưởng sâu rộng đến Việt Nam.,hsk_3.json
佛教,佛教圣地,Fójiào shèngdì,thánh địa Phật giáo,这座寺庙是佛教圣地。,Zhè zuò sìmiào shì Fójiào shèngdì.,Ngôi chùa này là thánh địa Phật giáo.,hsk_3.json
作品,艺术作品,yì shù zuò pǐn,tác phẩm nghệ thuật,这个展览展示了很多艺术作品。,zhè ge zhǎn lǎn zhǎn shì le hěn duō yì shù zuò pǐn。,Triển lãm này trưng bày nhiều tác phẩm nghệ thuật.,hsk_3.json
作文,作文,zuò wén,bài văn,作文比赛,zuò wén bǐ sài,Cuộc thi viết văn,hsk_1.json
作用,发挥作用,fā huī zuò yòng,phát huy tác dụng,发挥作用。,fā huī zuò yòng。,Phát huy tác dụng.,hsk_2.json
你们,你们好,nǐmen hǎo,chào các bạn,你们好！,Nǐmen hǎo!,Chào các bạn!,hsk_1.json
例子,例子,lì zi,ví dụ,举个例子,jǔ gè lì zi,Lấy một ví dụ,hsk_2.json
例子,例子,lì zi,ví dụ,很多例子,hěn duō lì zi,Nhiều ví dụ,hsk_2.json
便宜,很便宜,hěn pián yi,rất rẻ,这家店的东西很便宜。,zhè jiā diàn de dōng xi hěn pián yi。,Đồ vật ở cửa hàng này rất rẻ.,hsk_1.json
便宜,很便宜,hěn pián yi,rất rẻ,他们卖的电影票也很便宜。,tā men mài de diàn yǐng piào yě hěn biàn yí,Vé xem phim họ bán cũng rất rẻ.,new_hsk_2.json
保佑,神灵保佑,shénlíng bǎoyòu,thần linh phù hộ,老人在庙里祈求神灵保佑全家。,Lǎorén zài miào lǐ qíqiú shénlíng bǎoyòu quánjiā.,Người già ở chùa cầu xin thần linh phù hộ cho cả gia đình.,hsk_3.json
保存,保存好,bǎocún hǎo,giữ gìn tốt,请保存好您的证件。,Qǐng bǎocún hǎo nín de zhèngjiàn.,Xin hãy giữ gìn giấy tờ của bạn.,hsk_3.json
保护,保护环境,bǎo hù huán jìng,bảo vệ môi trường,我们要保护环境。,wǒ men yào bǎo hù huán jìng。,Chúng tôi phải bảo vệ môi trường.,hsk_3.json
保证,我保证,wǒ bǎozhèng,tôi bảo đảm,我保证完成任务。,Wǒ bǎozhèng wánchéng rènwu.,Tôi bảo đảm hoàn thành nhiệm vụ.,hsk_3.json
保证,向你保证,xiàng nǐ bǎozhèng,bảo đảm với bạn,我们向你保证不会再发生。,Wǒmen xiàng nǐ bǎozhèng bùhuì zài fāshēng.,Chúng tôi bảo đảm với bạn sẽ không còn xảy ra nữa.,hsk_3.json
信心,有信心,yǒu xìn xīn,có tự tin,我对这次考试很有信心。,wǒ duì zhè cì kǎo shì hěn yǒu xìn xīn。,Tôi rất tự tin vào kỳ thi lần này.,hsk_2.json
假期,假期,jià qī,thời gian nghỉ,在假期里,zài jià qī lǐ,Trong kỳ nghỉ,hsk_1.json
做客,去朋友家做客,qù péngyǒu jiā zuòkè,đến nhà bạn chơi,我们去朋友家做客。,Wǒmen qù péngyǒu jiā zuòkè.,Chúng tôi đến nhà bạn làm khách.,hsk_1.json
健康,身体健康,shēn tǐ jiàn kāng,cơ thể khỏe mạnh,多运动有利于身体健康。,duō yùn dòng yǒu lì yú shēn tǐ jiàn kāng,Vận động nhiều có lợi cho sức khỏe.,hsk_5.json
健康,很健康,hěn jiàn kāng,rất khỏe mạnh,身体很健康,shēn tǐ hěn jiàn kāng,Cơ thể rất khỏe mạnh,hsk_2.json
健美,健美操,jiànměicāo,thể dục nhịp điệu,健美操对保持体型很有帮助。,Jiànměicāo duì bǎochí tǐxíng hěn yǒu bāngzhù.,Thể dục nhịp điệu rất có ích để duy trì vóc dáng.,hsk_3.json
健美,健美比赛,jiànměi bǐsài,cuộc thi thể hình,他参加了全国健美比赛。,Tā cānjiā le quánguó jiànměi bǐsài.,Anh ta tham gia cuộc thi thể hình toàn quốc.,hsk_3.json
偶尔,偶尔去,ǒu ěr qù,thỉnh thoảng đi,我偶尔去电影院看电影,Wǒ ǒu'ěr qù diànyǐngyuàn kàn diànyǐng,Tôi thỉnh thoảng đi rạp chiếu phim xem phim,hsk_2.json
偷懒,不能偷懒,bù néng tōulǎn,không được lười biếng,上班时间不能偷懒。,Shàngbān shíjiān bù néng tōulǎn.,Trong giờ làm việc không được lười biếng.,hsk_1.json
偷懒,不能偷懒,bù néng tōulǎn,không được lười biếng,学习上不能偷懒，要努力坚持。,"Xuéxí shàng bù néng tōulǎn, yào nǔlì jiānchí.","Trong việc học không được lười biếng, phải nỗ lực kiên trì.",hsk_1.json
像样,像样的工作,xiàngyàng de gōngzuò,công việc đàng hoàng,他终于找到了一份像样的工作。,Tā zhōngyú zhǎodào le yī fèn xiàngyàng de gōngzuò.,Anh ta cuối cùng đã tìm được một công việc đàng hoàng.,hsk_3.json
像样,不够像样,bùgòu xiàngyàng,chưa đàng hoàng,这份工作做得不够像样。,Zhè fèn gōngzuò zuò de bùgòu xiàngyàng.,Công việc này làm không đủ đàng hoàng.,hsk_3.json
儒家,儒家思想,rú jiā sī xiǎng,tư tưởng Nho giáo,儒家思想影响了中国几千年,Rú jiā sī xiǎng yǐng xiǎng le Zhōng guó jǐ qiān nián,Tư tưởng Nho giáo đã ảnh hưởng Trung Quốc hàng ngàn năm,hsk_3.json
儿子,我儿子,wǒ érzi,con trai tôi,我儿子今年五岁。,Wǒ érzi jīnnián wǔ suì.,Con trai tôi năm nay năm tuổi.,hsk_1.json
儿子,我儿子,wǒ érzi,con trai tôi,我儿子在医院工作。,wǒ ér zi zài yī yuàn gōng zuò,Con trai tôi làm việc ở bệnh viện.,hsk_1.json
儿子,我儿子,wǒ érzi,con trai tôi,我儿子对打篮球不感兴趣。,wǒ ér zi duì dǎ lán qiú bù gǎn xīng qù,Con trai tôi không có hứng thú với bóng rổ.,hsk_3.json
充满,充满活力,chōng mǎn huó lì,đầy năng lượng,这也是其充满活力的奥秘所在。,zhè yě shì qí chōng mǎn huó lì de ào mì suǒ zài,Đây cũng chính là nơi chứa đựng bí mật tràn đầy sức sống của nó.,hsk_6.json
光临,欢迎光临,huānyíng guānglín,chào mừng quý khách,欢迎光临本店！,Huānyíng guānglín běn diàn!,Chào mừng quý khách đến với cửa hàng chúng tôi!,hsk_2.json
光环,褪去光环,tùn qù guānghuán,mất vẻ hào nhoáng,褪去光环,Tùn qù guānghuán,Mất đi vẻ hào nhoáng,hsk_3.json
光盘,光盘行动,guāng pán xíng dòng,chiến dịch ăn không bỏ thừa,光盘行动,guāngpán xíngdòng,chiến dịch ăn không bỏ thừa thức ăn,hsk_1.json
克服,克服困难,kè fú kùn nan,khắc phục khó khăn,我们要克服困难。,wǒ men yào kè fú kùn nan。,Chúng ta phải khắc phục khó khăn.,hsk_3.json
全能,全能选手,quánnéng xuǎnshǒu,vận động viên toàn năng,他是全能选手,Tā shì quánnéng xuǎnshǒu,Anh ấy là vận động viên toàn năng,hsk_3.json
全能,全能型人才,quánnéng xíng rényuán,người đa năng,全能型人才,quánnéng xíng rényuán,người có khả năng toàn diện,hsk_3.json
公共,公共场所,gōnggòng chǎngsuǒ,nơi công cộng,公共场所不能吸烟。,Gōnggòng chǎngsuǒ bùnéng xīyān.,Không được hút thuốc ở nơi công cộng.,hsk_3.json
公民,好公民,hǎo gōngmín,công dân tốt,好公民应该遵守法律。,Hǎo gōngmín yīnggāi zūnshǒu fǎlǜ.,Công dân tốt nên tuân thủ pháp luật.,hsk_3.json
公民,中国公民,Zhōngguó gōngmín,công dân Trung Quốc,他是中国公民。,Tā shì Zhōngguó gōngmín.,Anh ấy là công dân Trung Quốc.,hsk_3.json
关于,关于这件事,guānyú zhè jiàn shì,về việc này,关于这件事，我们还没有决定呢。,guān yú zhè jiàn shì wǒ men hái méi yǒu jué dìng ne,"Về việc này, chúng tôi vẫn chưa quyết định.",hsk_3.json
关机,关机,guān jī,tắt máy,手机关机了,shǒu jī guān jī le,Điện thoại đã tắt máy,hsk_2.json
关机,关机,guān jī,tắt máy,请关机,qǐng guān jī,Vui lòng tắt máy,hsk_2.json
关系,有关系,yǒu guānxì,có quan hệ,这件事跟我不有关系。,Zhè jiàn shì gēn wǒ méiyǒu guānxì.,Việc này không liên quan đến tôi.,hsk_1.json
关系,没关系,méi guānxì,không sao,打不好没关系。,dǎ bù hǎo méi guān xì,Đánh không tốt cũng không sao.,new_hsk_3.json
兴趣,感兴趣,gǎn xìngqù,thích,我对音乐很感兴趣,Wǒ duì yīnyuè hěn gǎn xìngqù,Tôi rất thích âm nhạc,hsk_3.json
兴趣,感兴趣,gǎn xìngqù,thích,他们对电影感兴趣。,tā men duì diàn yǐng gǎn xīng qù,Họ có hứng thú với phim ảnh.,hsk_3.json
兴趣,感兴趣,gǎn xìngqù,thích,我儿子对打篮球不感兴趣。,wǒ ér zi duì dǎ lán qiú bù gǎn xīng qù,Con trai tôi không có hứng thú với bóng rổ.,hsk_3.json
兴趣,兴趣爱好,xìngqù àihào,sở thích và yêu thích,他们的性格虽然不同，但是兴趣爱好差不多。,tā men de xìng gé suī rán bù tóng dàn shì xīng qù ài hǎo chà bù duō,"Tuy tính cách của họ khác nhau, nhưng sở thích thì gần giống nhau.",hsk_4.json
其他,其他人,qí tā rén,người khác,其他人,qí tā rén,những người khác,hsk_2.json
再说,关于再说,guānyú 再说,về hơn nữa,关于再说,Guānyú 再说,Về hơn nữa,hsk_2.json
写作,写作能力,xiě zuò néng lì,khả năng viết,老师教我们如何提高写作能力。,lǎo shī jiāo wǒ men rú hé tí gāo xiě zuò néng lì。,Thầy giáo dạy chúng tôi cách nâng cao khả năng viết.,hsk_3.json
准备,准备好,zhǔn bèi hǎo,đã chuẩn bị xong,饭准备好了。,fàn zhǔn bèi hǎo le。,Cơm đã chuẩn bị xong rồi.,hsk_1.json
准备,准备好,zhǔn bèi hǎo,đã chuẩn bị xong,这回材料都按照银行的要求准备好了吧？,zhè huí cái liào dōu àn zhào yín xíng de yào qiú zhǔn bèi hǎo le ba,Lần này tài liệu đều đã chuẩn bị theo yêu cầu của ngân hàng rồi chứ?,hsk_4.json
准时,准时到达,zhǔn shí dào dá,đến đúng giờ,他总是准时到达。,Tā zǒngshì zhǔnshí dàodá.,Anh ấy luôn luôn đến đúng giờ.,hsk_2.json
凉水,喝凉水,hē liángshuǐ,uống nước lạnh,夏天喝凉水很舒服。,Xiàtiān hē liángshuǐ hěn shūfu.,Mùa hè uống nước lạnh rất thoải mái.,hsk_3.json
凉水,一杯凉水,yībēi liángshuǐ,một cốc nước lạnh,请给我一杯凉水。,Qǐng gěi wǒ yībēi liángshuǐ.,Làm ơn cho tôi một cốc nước lạnh.,hsk_3.json
几乎,几乎,jī hū,hầu như,这个几乎很好。,zhè ge jī hū hěn hǎo。,hầu như này rất tốt.,hsk_2.json
几乎,几乎,jī hū,hầu như,我喜欢这个几乎。,wǒ xǐ huan zhè ge jī hū。,Tôi thích hầu như này.,hsk_2.json
出口,出口商品,chū kǒu shāng pǐn,hàng xuất khẩu,中国向很多国家出口商品。,Zhōng guó xiàng hěn duō guó jiā chū kǒu shāng pǐn。,Trung Quốc xuất khẩu hàng hóa đến nhiều quốc gia.,hsk_2.json
出来,走出来,zǒu chūlái,bước ra,他从房间里走出来了。,tā cóng fáng jiān lǐ zǒu chū lái le,Anh ấy đi từ trong phòng ra.,hsk_3.json
出租,房子出租,fáng zi chū zū,nhà cho thuê,这房子出租,zhè fáng zi chū zū,Nhà này cho thuê,hsk_2.json
出租,出租车,chū zū chē,xe taxi,我们是坐出租车来的。,wǒ men shì zuò chū zū chē lái de,Chúng tôi đến bằng taxi.,hsk_1.json
出租,出租车,chū zū chē,xe taxi,我们坐出租车去西安饭店。,wǒ men zuò chū zū chē qù xī ān fàn diàn,Chúng tôi đi taxi đến nhà hàng Tây An.,new_hsk_1.json
分之,分之,fēn zhī,phân số,这个分之很好。,zhè ge fēn zhī hěn hǎo。,phân số này rất tốt.,hsk_2.json
分之,分之,fēn zhī,phân số,我喜欢这个分之。,wǒ xǐ huan zhè ge fēn zhī。,Tôi thích phân số này.,hsk_2.json
分数,考试分数,kǎo shì fēn shù,điểm thi,这次考试分数很高,zhè cì kǎo shì fēn shù hěn gāo,Lần thi này điểm rất cao,hsk_2.json
分配,合理分配,hélǐ fēnpèi,phân bố hợp lý,我们需要合理分配时间。,Wǒmen xūyào hélǐ fēnpèi shíjiān.,Chúng ta cần phân bố thời gian hợp lý.,hsk_3.json
分钟,五分钟,wǔ fēnzhōng,năm phút,还有五分钟,Hái yǒu wǔ fēnzhōng,Còn năm phút nữa,hsk_1.json
分钟,十分钟,shí fēnzhōng,mười phút,我等了十分钟,Wǒ děng le shí fēnzhōng,Tôi đã đợi mười phút,hsk_1.json
分钟,十分钟,shí fēnzhōng,mười phút,十分钟前他来了。,shí fēn zhōng qián tā lái le,Anh ấy đã đến 10 phút trước.,hsk_1.json
