sourceWord,targetWord,relationType,pinyin,meaningVi,evidence,source,reviewStatus
跳舞,舞蹈,same-short-meaning-candidate,wǔ dǎo,nhảy múa,exact normalized Vietnamese short meaning: nhảy múa,hsk_3.json,needs-review
身边,旁边,same-short-meaning-candidate,páng biān,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_1.json,needs-review
身边,隔壁,same-short-meaning-candidate,gé bì,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_2.json,needs-review
身高,个子,same-short-meaning-candidate,gè zi,chiều cao,exact normalized Vietnamese short meaning: chiều cao,hsk_1.json,needs-review
车辆,储量,homophone,chǔ liàng,Trữ lượng,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
转变,改变,same-short-meaning-candidate,gǎi biàn,thay đổi,exact normalized Vietnamese short meaning: thay đổi,hsk_2.json,needs-review
转变,变化,same-short-meaning-candidate,biàn huà,thay đổi,exact normalized Vietnamese short meaning: thay đổi,hsk_2.json,needs-review
转身,回来,same-short-meaning-candidate,huí lai,quay lại,exact normalized Vietnamese short meaning: quay lại,hsk_1.json,needs-review
辅导,指导,same-short-meaning-candidate,zhǐ dǎo,hướng dẫn,exact normalized Vietnamese short meaning: hướng dẫn,hsk_3.json,needs-review
达到,实现,same-short-meaning-candidate,shí xiàn,đạt được,exact normalized Vietnamese short meaning: đạt được,hsk_2.json,needs-review
达到,取得,same-short-meaning-candidate,qǔ dé,đạt được,exact normalized Vietnamese short meaning: đạt được,hsk_2.json,needs-review
达到,得出,same-short-meaning-candidate,dé chū,đạt được,exact normalized Vietnamese short meaning: đạt được,hsk_2.json,needs-review
运动,锻炼,same-short-meaning-candidate,duàn liàn,tập thể dục,exact normalized Vietnamese short meaning: tập thể dục,hsk_1.json,needs-review
近期,最近,same-short-meaning-candidate,zuì jìn,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_2.json,needs-review
近期,附近,same-short-meaning-candidate,fù jìn,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_2.json,needs-review
这儿,这{儿},homophone,zhèr ,ở đây,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
这儿,这边,same-short-meaning-candidate,zhè biān,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这儿,这里,same-short-meaning-candidate,zhè li,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这儿,这{儿},same-short-meaning-candidate,zhèr ,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这边,这儿,same-short-meaning-candidate,zhèr,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这边,这里,same-short-meaning-candidate,zhè li,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这边,这{儿},same-short-meaning-candidate,zhèr ,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这里,这儿,same-short-meaning-candidate,zhèr,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这里,这边,same-short-meaning-candidate,zhè biān,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这里,这{儿},same-short-meaning-candidate,zhèr ,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
进入,进来,same-short-meaning-candidate,jìn lái,vào,exact normalized Vietnamese short meaning: vào,hsk_1.json,needs-review
进去,走进,same-short-meaning-candidate,zǒu jìn,đi vào,exact normalized Vietnamese short meaning: đi vào,hsk_2.json,needs-review
进来,进入,same-short-meaning-candidate,jìn rù,vào,exact normalized Vietnamese short meaning: vào,hsk_2.json,needs-review
进行,推进,same-short-meaning-candidate,tuī jìn,tiến hành,exact normalized Vietnamese short meaning: tiến hành,hsk_3.json,needs-review
连忙,急忙,same-short-meaning-candidate,jí máng,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_2.json,needs-review
连忙,赶到,same-short-meaning-candidate,gǎn dào,vội vàng,exact normalized Vietnamese short meaning: vội vàng,hsk_3.json,needs-review
连续,不断,same-short-meaning-candidate,bù duàn,liên tục,exact normalized Vietnamese short meaning: liên tục,hsk_3.json,needs-review
送给,发送,same-short-meaning-candidate,fā sòng,gửi,exact normalized Vietnamese short meaning: gửi,hsk_3.json,needs-review
适合,合适,same-short-meaning-candidate,hé shì,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_2.json,needs-review
适合,符合,same-short-meaning-candidate,fú hé,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
适合,适用,same-short-meaning-candidate,shì yòng,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
适用,合适,same-short-meaning-candidate,hé shì,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_2.json,needs-review
适用,符合,same-short-meaning-candidate,fú hé,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
适用,适合,same-short-meaning-candidate,shì hé,phù hợp,exact normalized Vietnamese short meaning: phù hợp,hsk_3.json,needs-review
选手,运动员,same-short-meaning-candidate,yùn dòng yuán,vận động viên,exact normalized Vietnamese short meaning: vận động viên,hsk_3.json,needs-review
通知,启事,same-short-meaning-candidate,qǐ shì,thông báo,exact normalized Vietnamese short meaning: thông báo,hsk_2.json,needs-review
造成,诱发,same-short-meaning-candidate,yòu fā,gây ra,exact normalized Vietnamese short meaning: gây ra,hsk_3.json,needs-review
遇见,见面,same-short-meaning-candidate,jiàn miàn,gặp,exact normalized Vietnamese short meaning: gặp,hsk_1.json,needs-review
遇见,见到,same-short-meaning-candidate,jiàn dào,gặp,exact normalized Vietnamese short meaning: gặp,hsk_2.json,needs-review
道路,马路,same-short-meaning-candidate,mǎ lù,đường,exact normalized Vietnamese short meaning: đường,hsk_1.json,needs-review
那儿,那{儿},homophone,nàr ,ở đó,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
那儿,那边,same-short-meaning-candidate,nà biān,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那儿,那{儿},same-short-meaning-candidate,nàr ,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那儿,那里,same-short-meaning-candidate,nà li,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那边,那儿,same-short-meaning-candidate,nàr,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那边,那{儿},same-short-meaning-candidate,nàr ,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那边,那里,same-short-meaning-candidate,nà li,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那里,那儿,same-short-meaning-candidate,nàr,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那里,那边,same-short-meaning-candidate,nà biān,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那里,那{儿},same-short-meaning-candidate,nàr ,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
酒店,宾馆,same-short-meaning-candidate,bīn guǎn,khách sạn,exact normalized Vietnamese short meaning: khách sạn,hsk_2.json,needs-review
酒店,旅馆,same-short-meaning-candidate,lǚ guǎn,khách sạn,exact normalized Vietnamese short meaning: khách sạn,hsk_3.json,needs-review
采取,实行,same-short-meaning-candidate,shí xíng,thực hiện,exact normalized Vietnamese short meaning: thực hiện,hsk_2.json,needs-review
采用,利用,same-short-meaning-candidate,lì yòng,sử dụng,exact normalized Vietnamese short meaning: sử dụng,hsk_2.json,needs-review
采用,使用,same-short-meaning-candidate,shǐ yòng,sử dụng,exact normalized Vietnamese short meaning: sử dụng,hsk_2.json,needs-review
里头,里边,same-short-meaning-candidate,lǐ biān,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_1.json,needs-review
里头,里面,same-short-meaning-candidate,lǐ miàn,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_2.json,needs-review
里边,里面,same-short-meaning-candidate,lǐ miàn,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_2.json,needs-review
里边,里头,same-short-meaning-candidate,lǐ tou,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_2.json,needs-review
里面,里边,same-short-meaning-candidate,lǐ biān,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_1.json,needs-review
里面,里头,same-short-meaning-candidate,lǐ tou,bên trong,exact normalized Vietnamese short meaning: bên trong,hsk_2.json,needs-review
重大,重要,same-short-meaning-candidate,zhòng yào,quan trọng,exact normalized Vietnamese short meaning: quan trọng,hsk_1.json,needs-review
重要,重大,same-short-meaning-candidate,zhòng dà,quan trọng,exact normalized Vietnamese short meaning: quan trọng,hsk_3.json,needs-review
野生,医生,homophone,yī shēng,bác sĩ,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
野生,一生,homophone,yī shēng,cả đời,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
钟头,小时,same-short-meaning-candidate,xiǎo shí,giờ,exact normalized Vietnamese short meaning: giờ,hsk_1.json,needs-review
钟头,点钟,same-short-meaning-candidate,diǎn zhōng,Giờ,exact normalized Vietnamese short meaning: giờ,hsk_1.json,needs-review
钥匙,要是,homophone,yào shi,nếu,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
锻炼,运动,same-short-meaning-candidate,yùn dòng,tập thể dục,exact normalized Vietnamese short meaning: tập thể dục,hsk_2.json,needs-review
长处,优点,same-short-meaning-candidate,yōu diǎn,ưu điểm,exact normalized Vietnamese short meaning: ưu điểm,hsk_3.json,needs-review
长大,成长,same-short-meaning-candidate,chéng zhǎng,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_3.json,needs-review
长大,成熟,same-short-meaning-candidate,chéng shú,trưởng thành,exact normalized Vietnamese short meaning: trưởng thành,hsk_3.json,needs-review
门口,入口,same-short-meaning-candidate,rù kǒu,lối vào,exact normalized Vietnamese short meaning: lối vào,hsk_2.json,needs-review
问好,打听,same-short-meaning-candidate,dǎ ting,hỏi thăm,exact normalized Vietnamese short meaning: Hỏi thăm,hsk_3.json,needs-review
附近,最近,same-short-meaning-candidate,zuì jìn,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_2.json,needs-review
附近,近期,same-short-meaning-candidate,jìn qī,gần đây,exact normalized Vietnamese short meaning: gần đây,hsk_3.json,needs-review
院长,校长,same-short-meaning-candidate,xiào zhǎng,hiệu trưởng,exact normalized Vietnamese short meaning: hiệu trưởng,hsk_2.json,needs-review
除了,另外,same-short-meaning-candidate,lìng wài,ngoài ra,exact normalized Vietnamese short meaning: ngoài ra,hsk_1.json,needs-review
除了,而且,same-short-meaning-candidate,ér qiě,ngoài ra,exact normalized Vietnamese short meaning: ngoài ra,hsk_2.json,needs-review
隔壁,旁边,same-short-meaning-candidate,páng biān,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_1.json,needs-review
隔壁,身边,same-short-meaning-candidate,shēn biān,bên cạnh,exact normalized Vietnamese short meaning: bên cạnh,hsk_2.json,needs-review
难过,悲伤,same-short-meaning-candidate,bēi shāng,buồn,exact normalized Vietnamese short meaning: buồn,hsk_3.json,needs-review
非常,极了,same-short-meaning-candidate,jí le,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_1.json,needs-review
非常,要命,same-short-meaning-candidate,yào mìng,cực kỳ,exact normalized Vietnamese short meaning: cực kỳ,hsk_3.json,needs-review
顺序,秩序,same-short-meaning-candidate,zhì xù,trật tự,exact normalized Vietnamese short meaning: trật tự,hsk_3.json,needs-review
顾客,客人,same-short-meaning-candidate,kè rén,khách hàng,exact normalized Vietnamese short meaning: khách hàng,hsk_1.json,needs-review
领悟,明白,same-short-meaning-candidate,míng bai,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_1.json,needs-review
领悟,懂得,same-short-meaning-candidate,dǒng dé,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_2.json,needs-review
领悟,理解,same-short-meaning-candidate,lǐ jiě,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
领悟,体会,same-short-meaning-candidate,tǐ huì,hiểu,exact normalized Vietnamese short meaning: hiểu,hsk_3.json,needs-review
频繁,常常,same-short-meaning-candidate,cháng cháng,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_1.json,needs-review
频繁,经常,same-short-meaning-candidate,jīng cháng,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_2.json,needs-review
频繁,往往,same-short-meaning-candidate,wǎng wǎng,thường xuyên,exact normalized Vietnamese short meaning: thường xuyên,hsk_3.json,needs-review
题目,标题,same-short-meaning-candidate,biāo tí,tiêu đề,exact normalized Vietnamese short meaning: tiêu đề,hsk_3.json,needs-review
颜色,色彩,same-short-meaning-candidate,sè cǎi,màu sắc,exact normalized Vietnamese short meaning: màu sắc,hsk_3.json,needs-review
风景,景色,same-short-meaning-candidate,jǐng sè,phong cảnh,exact normalized Vietnamese short meaning: phong cảnh,hsk_3.json,needs-review
饭店,饭馆,same-short-meaning-candidate,fàn guǎn,nhà hàng,exact normalized Vietnamese short meaning: nhà hàng,hsk_1.json,needs-review
饭馆,饭店,same-short-meaning-candidate,fàn diàn,nhà hàng,exact normalized Vietnamese short meaning: nhà hàng,hsk_1.json,needs-review
马上,立刻,same-short-meaning-candidate,lì kè,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_2.json,needs-review
马上,赶快,same-short-meaning-candidate,gǎn kuài,ngay lập tức,exact normalized Vietnamese short meaning: ngay lập tức,hsk_3.json,needs-review
马路,道路,same-short-meaning-candidate,dào lù,đường,exact normalized Vietnamese short meaning: đường,hsk_2.json,needs-review
骄傲,自豪,same-short-meaning-candidate,zì háo,tự hào,exact normalized Vietnamese short meaning: tự hào,hsk_3.json,needs-review
黑板,海滨,homophone,hǎi bīn,bờ biển,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
一会儿,一会{儿},homophone,yī huìr ,một lát,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
一会儿,一下,same-short-meaning-candidate,yī xià,một lát,exact normalized Vietnamese short meaning: một lát,hsk_1.json,needs-review
一会儿,一会{儿},same-short-meaning-candidate,yī huìr ,một lát,exact normalized Vietnamese short meaning: một lát,hsk_1.json,needs-review
一块儿,一起,same-short-meaning-candidate,yī qǐ,cùng nhau,exact normalized Vietnamese short meaning: Cùng nhau,hsk_1.json,needs-review
一块儿,一齐,same-short-meaning-candidate,yī qí,cùng nhau,exact normalized Vietnamese short meaning: Cùng nhau,hsk_2.json,needs-review
一点儿,一点{儿},same-short-meaning-candidate,yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
一点儿,一点点,same-short-meaning-candidate,yī diǎn diǎn,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点儿,有点{儿},same-short-meaning-candidate,yǒu diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点儿,有一点{儿},same-short-meaning-candidate,yǒu yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点点,一点{儿},same-short-meaning-candidate,yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
一点点,一点儿,same-short-meaning-candidate,yì diǎnr,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
一点点,有点{儿},same-short-meaning-candidate,yǒu diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点点,有一点{儿},same-short-meaning-candidate,yǒu yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
不一定,不必,same-short-meaning-candidate,bù bì,không nhất thiết,exact normalized Vietnamese short meaning: không nhất thiết,hsk_3.json,needs-review
了不起,精彩,same-short-meaning-candidate,jīng cǎi,tuyệt vời,exact normalized Vietnamese short meaning: tuyệt vời,hsk_2.json,needs-review
了不起,好样儿的,same-short-meaning-candidate,hǎo yàngr  de,Tuyệt vời,exact normalized Vietnamese short meaning: tuyệt vời,hsk_3.json,needs-review
价值观,价值,same-short-meaning-candidate,jià zhí,giá trị,exact normalized Vietnamese short meaning: giá trị,hsk_3.json,needs-review
体育场,体育馆,same-short-meaning-candidate,tǐ yù guǎn,sân vận động,exact normalized Vietnamese short meaning: sân vận động,hsk_2.json,needs-review
体育馆,体育场,same-short-meaning-candidate,tǐ yù chǎng,sân vận động,exact normalized Vietnamese short meaning: sân vận động,hsk_2.json,needs-review
公交车,公共汽车,same-short-meaning-candidate,gōng gòng qì chē,xe buýt,exact normalized Vietnamese short meaning: xe buýt,hsk_1.json,needs-review
公交车,大巴,same-short-meaning-candidate,dà bā,xe buýt,exact normalized Vietnamese short meaning: xe buýt,hsk_1.json,needs-review
卫生间,洗手间,same-short-meaning-candidate,xǐ shǒu jiān,nhà vệ sinh,exact normalized Vietnamese short meaning: nhà vệ sinh,hsk_1.json,needs-review
发脾气,生气,same-short-meaning-candidate,shēng qì,nổi giận,exact normalized Vietnamese short meaning: nổi giận,hsk_1.json,needs-review
好玩儿,好玩{儿},homophone,hǎo wánr ,vui,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
好玩儿,好玩{儿},same-short-meaning-candidate,hǎo wánr ,vui,exact normalized Vietnamese short meaning: vui,hsk_1.json,needs-review
实际上,实际,same-short-meaning-candidate,shí jì,thực tế,exact normalized Vietnamese short meaning: thực tế,hsk_2.json,needs-review
实际上,现实,same-short-meaning-candidate,xiàn shí,thực tế,exact normalized Vietnamese short meaning: thực tế,hsk_3.json,needs-review
干什么,干吗,same-short-meaning-candidate,gàn mā,Làm gì?,exact normalized Vietnamese short meaning: làm gì?,hsk_3.json,needs-review
恨不得,愿望,same-short-meaning-candidate,yuàn wàng,mong muốn,exact normalized Vietnamese short meaning: mong muốn,hsk_2.json,needs-review
打交道,联系,same-short-meaning-candidate,lián xì,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_2.json,needs-review
打交道,来往,same-short-meaning-candidate,lái wang,liên lạc,exact normalized Vietnamese short meaning: liên lạc,hsk_3.json,needs-review
星期天,星期日,same-short-meaning-candidate,xīng qī rì,Chủ nhật,exact normalized Vietnamese short meaning: Chủ nhật,hsk_1.json,needs-review
星期日,星期天,same-short-meaning-candidate,xīng qī tiān,Chủ nhật,exact normalized Vietnamese short meaning: Chủ nhật,hsk_1.json,needs-review
有时候,有时,same-short-meaning-candidate,yǒu shí,Đôi khi,exact normalized Vietnamese short meaning: đôi khi,hsk_2.json,needs-review
有点儿,有点{儿},homophone,yǒu diǎnr ,một chút,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
比一比,相比,same-short-meaning-candidate,xiāng bǐ,so sánh,exact normalized Vietnamese short meaning: so sánh,hsk_3.json,needs-review
比方说,比如,same-short-meaning-candidate,bǐ rú,ví dụ,exact normalized Vietnamese short meaning: Ví dụ,hsk_1.json,needs-review
比方说,例子,same-short-meaning-candidate,lì zi,ví dụ,exact normalized Vietnamese short meaning: Ví dụ,hsk_2.json,needs-review
比方说,例如,same-short-meaning-candidate,lì rú,ví dụ,exact normalized Vietnamese short meaning: Ví dụ,hsk_2.json,needs-review
没关系,没事,same-short-meaning-candidate,méi shì,không sao,exact normalized Vietnamese short meaning: không sao,hsk_1.json,needs-review
洗手间,卫生间,same-short-meaning-candidate,wèi shēng jiān,nhà vệ sinh,exact normalized Vietnamese short meaning: nhà vệ sinh,hsk_1.json,needs-review
演唱会,音乐会,same-short-meaning-candidate,yīn yuè huì,buổi hòa nhạc,exact normalized Vietnamese short meaning: buổi hòa nhạc,hsk_1.json,needs-review
照相机,相机,same-short-meaning-candidate,xiàng jī,máy ảnh,exact normalized Vietnamese short meaning: máy ảnh,hsk_2.json,needs-review
玩意儿,玩具,same-short-meaning-candidate,wán jù,đồ chơi,exact normalized Vietnamese short meaning: đồ chơi,hsk_3.json,needs-review
电视剧,连续剧,same-short-meaning-candidate,lián xù jù,phim truyền hình,exact normalized Vietnamese short meaning: phim truyền hình,hsk_3.json,needs-review
电视机,电视,same-short-meaning-candidate,diàn shì,TV,exact normalized Vietnamese short meaning: TV,hsk_1.json,needs-review
聊天儿,聊天{儿},homophone,liáo tiānr ,trò chuyện,exact normalized pinyin match in local HSK data,hsk_3.json,reviewed-local
聊天儿,聊天{儿},same-short-meaning-candidate,liáo tiānr ,trò chuyện,exact normalized Vietnamese short meaning: Trò chuyện,hsk_3.json,needs-review
计算机,电脑,same-short-meaning-candidate,diàn nǎo,máy tính,exact normalized Vietnamese short meaning: máy tính,hsk_1.json,needs-review
运动员,选手,same-short-meaning-candidate,xuǎn shǒu,vận động viên,exact normalized Vietnamese short meaning: vận động viên,hsk_3.json,needs-review
进一步,继续,same-short-meaning-candidate,jì xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_1.json,needs-review
进一步,接着,same-short-meaning-candidate,jiē zhe,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_2.json,needs-review
进一步,持续,same-short-meaning-candidate,chí xù,tiếp tục,exact normalized Vietnamese short meaning: tiếp tục,hsk_3.json,needs-review
连续剧,电视剧,same-short-meaning-candidate,diàn shì jù,phim truyền hình,exact normalized Vietnamese short meaning: phim truyền hình,hsk_1.json,needs-review
那时候,当时,same-short-meaning-candidate,dāng shí,lúc đó,exact normalized Vietnamese short meaning: lúc đó,hsk_2.json,needs-review
音乐会,演唱会,same-short-meaning-candidate,yǎn chàng huì,buổi hòa nhạc,exact normalized Vietnamese short meaning: buổi hòa nhạc,hsk_3.json,needs-review
一路平安,一路顺风,same-short-meaning-candidate,yī lù shùn fēng,thượng lộ bình an,exact normalized Vietnamese short meaning: Thượng lộ bình an,hsk_2.json,needs-review
一路顺风,一路平安,same-short-meaning-candidate,yī lù píng'ān,Thượng lộ bình an,exact normalized Vietnamese short meaning: thượng lộ bình an,hsk_2.json,needs-review
公共汽车,大巴,same-short-meaning-candidate,dà bā,xe buýt,exact normalized Vietnamese short meaning: xe buýt,hsk_1.json,needs-review
公共汽车,公交车,same-short-meaning-candidate,gōng jiāo chē,xe buýt,exact normalized Vietnamese short meaning: xe buýt,hsk_2.json,needs-review
哪{儿},哪儿,homophone,nǎr,ở đâu,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
哪{儿},哪儿,same-short-meaning-candidate,nǎr,ở đâu,exact normalized Vietnamese short meaning: Ở đâu?,hsk_1.json,needs-review
哪{儿},哪里,same-short-meaning-candidate,nǎ lǐ,ở đâu,exact normalized Vietnamese short meaning: Ở đâu?,hsk_1.json,needs-review
好样儿的,精彩,same-short-meaning-candidate,jīng cǎi,tuyệt vời,exact normalized Vietnamese short meaning: Tuyệt vời,hsk_2.json,needs-review
好样儿的,了不起,same-short-meaning-candidate,liǎo bu qǐ,tuyệt vời,exact normalized Vietnamese short meaning: Tuyệt vời,hsk_2.json,needs-review
显而易见,清楚,same-short-meaning-candidate,qīng chu,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_2.json,needs-review
显而易见,显然,same-short-meaning-candidate,xiǎn rán,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
显而易见,可见,same-short-meaning-candidate,kě jiàn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
显而易见,明显,same-short-meaning-candidate,míng xiǎn,rõ ràng,exact normalized Vietnamese short meaning: rõ ràng,hsk_3.json,needs-review
玩{儿},玩儿,homophone,wánr ,chơi,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
玩{儿},玩儿,same-short-meaning-candidate,wánr ,chơi,exact normalized Vietnamese short meaning: Chơi,hsk_1.json,needs-review
画{儿},画儿,homophone,huàr ,bức tranh,exact normalized pinyin match in local HSK data,hsk_2.json,reviewed-local
空{儿},空儿,homophone,kòngr ,thời gian rảnh,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
莫名其妙,困惑,same-short-meaning-candidate,kùn huò,bối rối,exact normalized Vietnamese short meaning: bối rối,hsk_3.json,needs-review
购物中心,商场,same-short-meaning-candidate,shāng chǎng,trung tâm mua sắm,exact normalized Vietnamese short meaning: trung tâm mua sắm,hsk_1.json,needs-review
这{儿},这儿,homophone,zhèr,ở đây,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
这{儿},这儿,same-short-meaning-candidate,zhèr,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这{儿},这边,same-short-meaning-candidate,zhè biān,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
这{儿},这里,same-short-meaning-candidate,zhè li,ở đây,exact normalized Vietnamese short meaning: ở đây,hsk_1.json,needs-review
那{儿},那儿,homophone,nàr,ở đó,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
那{儿},那儿,same-short-meaning-candidate,nàr,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那{儿},那边,same-short-meaning-candidate,nà biān,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
那{儿},那里,same-short-meaning-candidate,nà li,ở đó,exact normalized Vietnamese short meaning: ở đó,hsk_1.json,needs-review
高速公路,公路,same-short-meaning-candidate,gōng lù,đường cao tốc,exact normalized Vietnamese short meaning: đường cao tốc,hsk_2.json,needs-review
一会{儿},一会儿,homophone,yī huìr ,một lát,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
一会{儿},一下,same-short-meaning-candidate,yī xià,một lát,exact normalized Vietnamese short meaning: một lát,hsk_1.json,needs-review
一会{儿},一会儿,same-short-meaning-candidate,yī huìr ,một lát,exact normalized Vietnamese short meaning: một lát,hsk_1.json,needs-review
一点{儿},一点儿,same-short-meaning-candidate,yì diǎnr,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
一点{儿},一点点,same-short-meaning-candidate,yī diǎn diǎn,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点{儿},有点{儿},same-short-meaning-candidate,yǒu diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
一点{儿},有一点{儿},same-short-meaning-candidate,yǒu yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
女孩{儿},女儿,same-short-meaning-candidate,nǚ'ér,con gái,exact normalized Vietnamese short meaning: con gái,hsk_1.json,needs-review
好玩{儿},好玩儿,homophone,hǎo wánr,vui,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
好玩{儿},好玩儿,same-short-meaning-candidate,hǎo wánr,vui,exact normalized Vietnamese short meaning: vui,hsk_1.json,needs-review
有点{儿},有点儿,homophone,yǒu diǎnr,hơi,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
有点{儿},一点{儿},same-short-meaning-candidate,yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
有点{儿},一点儿,same-short-meaning-candidate,yì diǎnr,một chút,exact normalized Vietnamese short meaning: một chút,hsk_1.json,needs-review
有点{儿},一点点,same-short-meaning-candidate,yī diǎn diǎn,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
有点{儿},有一点{儿},same-short-meaning-candidate,yǒu yī diǎnr ,một chút,exact normalized Vietnamese short meaning: một chút,hsk_2.json,needs-review
聊天{儿},聊天儿,homophone,liáo tiānr ,Trò chuyện,exact normalized pinyin match in local HSK data,hsk_1.json,reviewed-local
聊天{儿},聊天儿,same-short-meaning-candidate,liáo tiānr ,Trò chuyện,exact normalized Vietnamese short meaning: trò chuyện,hsk_1.json,needs-review
